rule	category	count	pct	examples
aḥ bh → o bh	visarga	3	0.3	yastāḍyate dayitayā praṇayārādhāt so'ṅgīkṛto bhagavatā makaradhvajena aṅgīkṛtaḥ→so'ṅgīkṛto +bhagavatā · malayamarutāṃ vātā yātā vikāsitamallikāparimalabharo bhagno grīṣmastvamutsahase yadi bharaḥ→vikāsitamallikāparimalabharo +bhagno · idaṃ kṛṣṇaṃ kṛṣṇaṃ priyatama tanu śvetamatha kiṃ gamiṣyāmo yāmo bhavatu gamanenātha bhavatu yāmo+bhavatu
s p → ḥ p	consonant / other	3	0.3	pīto yataḥ prabhṛti kāmapipāsitena tasyā mayādhararasaḥ pracuraḥ priyāyāḥ yataḥ+prabhṛti · tṛṣṇā tataḥ prabhṛti me dviguṇatvameti lāvaṇyamasti bahu tatra kimapi citram tataḥ+prabhṛti · cakṣuḥprītiprasakte manasi paricaye cintyamānābhyupāye rāge yāte'tibhūmiṃ vikasati sutarāṃ gocare dūtikāyāḥ cakṣus+prīti→cakṣuḥprītiprasakte
s k → ḥ k	consonant / other	3	0.3	ekasmiñśayane vipakṣaramaṇīnāmagrahe mugdhayā sadyaḥ kopaparāṅmukhaṃ śayitayā cāṭūni kurvannapi sadyaḥ+kopa · lākṣālakṣmalalāṭapaṭṭamabhitaḥ keyūramudrā gale vaktre kajjalakālimā nayanayos tāmbūlarāgo ghanaḥ abhitas→lākṣālakṣmalalāṭapaṭṭamabhitaḥ +keyūra · tataḥ karṇopānte kimapi vadatāghrāya vadanaṃ gṛhītā dharmille sakhi sa ca mayā gāḍhamadhare tataḥ+karṇa
a ī → e	vowel coalescence	2	0.2	kṣipto hastāvalagnaḥ prasabham abhihato 'py ādadāno 'ṃśukāntaṃ gṛhṇan keśeṣvapāstaścaraṇanipatito nekṣitaḥ sambhrameṇa na+īkṣitaḥ→nekṣitaḥ · svaṃ dṛṣṭvā karajakṣataṃ madhumadakṣībā vicāryerṣyayā gacchantī kva nu gacchasīti vidhṛtā bālā paṭānte mayā vicārya+īrṣyayā→vicāryerṣyayā
m _ → ṃ _	anusvāra / nasal	2	0.2	ālolām alakāvalīṃ vilulitāṃ bibhraccalatkuṇḍalaṃ kiṃcin mṛṣṭaviśeṣakaṃ tanutaraiḥ khedāmbhasāṃ śīkaraiḥ vilulitāṃ+_ · tvaṃ mugdhākṣi vinaiva kañculikayā dhatse manohāriṇīṃ lakṣmīmityabhidhāyini priyatame tadvīṭikāṃ saṃspṛśi vīṭikām→tadvīṭikāṃ +saṃspṛśi
ḥ m → r m	visarga	2	0.2	alasavalitaiḥ premārdrārdrair muhurmukulīkṛtaiḥ kṣaṇam abhimukhair lajjālolair nimeṣaparāṅmukhaiḥ ārdraiḥ→premārdrārdrair +muhur · prātaḥ prātarupāgatena janitā nirnidratā cakṣuṣor mandāyāṃ mayi gauravavyapagamād utpāditaṃ lāghavam cakṣuṣor+mandāyāṃ
ḥ n → Ø n	visarga	2	0.2	datto'syāḥ praṇayastvayaiva bhavatā ceyaṃ ciraṃ lālitā daivād adya kila tvameva kṛtavān asyā navaṃ vipriyam asyā+navaṃ · dṛṣṭvaikāsanasaṃsthite priyatame paścād upetyādarād ekasyā nayane pidhāya vihitakrīḍānubandhacchalaḥ ekasyā+nayane
iḥ v → Ø v	visarga	2	0.2	manyurduḥsaha eṣa yātyupaśamaṃ no sāntvavādaiḥ sphuṭaṃ he nistraṃśa vimuktakaṇṭhakaruṇaṃ tāvatsakhī roditu nistraṃśa+vimukta · bāle nātha vimuñca mānini ruṣaṃ roṣān mayā kiṃ kṛtaṃ khedo'smāsu na me'parādhyati bhavān sarve'parādhā mayi nātha+vimuñca
e a → avā	vowel coalescence	2	0.2	parityaktaṃ sarvaṃ hasitapaṭhitaṃ pañjaraśukais tavāvasthā ceyaṃ visṛja kaṭhine mānamadhunā te+avasthā→tavāvasthā · tatkiṃ rodiṣi gadgadena vacasā kasyāgrato rudyate nanvetan mama kā tavāsmi dayitā nāsmītyato rudyate te+asmi→tavāsmi
e e → a e	vowel coalescence	2	0.2	bhūyo'pyevamiti skhalan mṛdugirā saṃsūcya duśceṣṭitaṃ dhanyo hanyata eva nihnutiparaḥ preyān rudatyā hasan hanyata+eva · tacchūnye punarāsthitāsmi bhavane prāṇāsta ete dṛḍhāḥ sakhyastiṣṭhata jīvitavyasaninī dambhādahaṃ rodimi te→prāṇāsta +ete
r c → ś c	consonant / other	2	0.2	yātāḥ kiṃ na milanti sundari punaścintā tvayā matkṛte no kāryā nitarāṃ kṛśāmi kathayatyevaṃ sabāṣpe mayi punar+cintā→punaścintā · dṛṣṭā kopavidhāyi maṇḍanamidaṃ prātaściraṃ preyaso līlātāmarasodare mṛgadṛśaḥ śvāsāḥ samāptiṃ gatāḥ prātar+ciram→prātaściraṃ
t d → d d	consonant / other	2	0.2	paśyaitad dayitākucavyatikaronmṛṣṭāṅgarāgāruṇaṃ vakṣaste malatailapaṅkaśabalair veṇīpadairaṅkitam etat→paśyaitad +dayitā · ekatrāsanasaṃsthitiḥ parihatā pratyudgamād dūratas tāmbūlānayanacchalena rabhasāśleṣo'pi saṃvighnitaḥ pratyudgamād+dūratas
n ś → ñ ś	consonant / other	2	0.2	ekasmiñśayane parāṅmukhatayā vītottaraṃ tāmyator anyonyasya hṛdi sthite'pyanunaye saṃrakṣatorgauravam ekasmin+śayane→ekasmiñśayane · ekasmiñśayane vipakṣaramaṇīnāmagrahe mugdhayā sadyaḥ kopaparāṅmukhaṃ śayitayā cāṭūni kurvannapi ekasmin+śayane→ekasmiñśayane
e i → a i	vowel coalescence	2	0.2	paśyāmo mayi kiṃ prapadyata iti sthairyaṃ mayālambitaṃ kiṃ māmālapatītyayaṃ khalu śaṭhaḥ kopastayāpyāśritaḥ prapadyata+iti · na dṛṣṭeḥ śaithilyaṃ milana iti ceto dahati me nigūḍhāntaḥkopāt kaṭhinahṛdaye saṃvṛtiriyam milana+iti
m kh → ṃ kh	anusvāra / nasal	2	0.2	paśyāmo mayi kiṃ prapadyata iti sthairyaṃ mayālambitaṃ kiṃ māmālapatītyayaṃ khalu śaṭhaḥ kopastayāpyāśritaḥ ayam→māmālapatītyayaṃ +khalu · bāle nātha vimuñca mānini ruṣaṃ roṣān mayā kiṃ kṛtaṃ khedo'smāsu na me'parādhyati bhavān sarve'parādhā mayi kṛtaṃ+khedaḥ
aḥ b → o b	visarga	2	0.2	ityanyonyavilakṣadṛṣṭicature tasminnavasthāntare savyājaṃ hasitaṃ mayā dhṛtiharo bāṣpastu muktastayā haraḥ→dhṛtiharo +bāṣpaḥ · tayā pakṣmaprāntavrajapuṭaniruddhena sahasā prasādo bāṣpena stanataṭaviśīrṇena kathitaḥ prasādo+bāṣpena
d s → t s	consonant / other	2	0.2	ityukte kva tad ityudīrya sahasā tatsampramārṣṭuṃ mayā sāśliṣṭā rabhasena tatsukhavaśāttanvyāpi tad vismṛtam tad+sukha→tatsukhavaśāttanvyāpi · kānte sāgasi śāyite priyasakhīveśaṃ vidhāyāgate bhrāntyāliṅgya mayā rahasyamuditaṃ tatsaṅgamākāṅkṣayā tad+saṅgam→tatsaṅgamākāṅkṣayā
t n → n n	consonant / other	2	0.2	kānte katyapi vāsarāṇi gamaya tvaṃ mīlayitvā dṛśau svasti svasti nimīlayāmi nayane yāvan na śūnyā diśaḥ yāvan+na · tad utprekṣyotprekṣya priyasakhi gatāṃstāṃśca divasān na jāne ko heturdalati śatadhā yan na hṛdayam yan+na
m ch → ṃ ch	anusvāra / nasal	2	0.2	bhavatu viditaṃ chadmālāpairalaṃ priya gamyatāṃ tanurapi na te doṣo'smākaṃ vidhistu parāṅmukhaḥ viditaṃ+chadma · rathyālivīkṣaṇaniveśitaloladṛṣṭer nūnaṃ chanacchaniti bāṣpakaṇāḥ patanti nūnaṃ+chanacchaniti
t ś → cch	consonant / other	2	0.2	kiṃ mugdhe na mayā kṛtaṃ ramaṇadhīrmuktā tvayā gamyatāṃ dusthaṃ tiṣṭhasi yacca pathyamadhunā kartāsmi tacchroṣyasi tat+śroṣyasi→tacchroṣyasi · jātā notkalikā stanau na lulitau gātraṃ na romāñcitaṃ vaktraṃ svedakaṇānvitaṃ na sahasā yāvacchaṭhenāmunā yāvat+śaṭhena→yāvacchaṭhenāmunā
ḥ ā → r ā	visarga	2	0.2	saṃdaṣṭādharapallavā sacakitaṃ hastāgram ādhunvatī māmāmuñca śaṭheti kopavacanair ānartitabhrūlatā vacanaiḥ→kopavacanair +ānartita · tapte mahāvirahavahniśikhāvalībhir āpāṇḍurastanataṭe hṛdaye priyāyāḥ āvalibhiḥ→mahāvirahavahniśikhāvalībhir +āpāṇḍura
ḥ u → r u	visarga	2	0.2	ciravirahiṇor utkaṇṭhārtiślathīkṛtagātrayor navamiva jagaj jātaṃ bhūyaścirād abhinandatoḥ virahinoḥ→ciravirahiṇor +utkaṇṭhā · kopāttāmrakapolabhittini mukhe dṛṣṭyā gataḥ pādayor utsṛṣṭo gurusannidhāvapi vidhirdvābhyāṃ na kālocitaḥ pādayor+utsṛṣṭo
d n → n n	consonant / other	2	0.2	dūrādutsukamāgate vivalitaṃ sambhāṣiṇi sphāritaṃ saṃśliṣyatyaruṇaṃ gṛhītavasane kiṃcin natabhrūlatam kiṃcin+nata · kānte talpamupāgate vigalitā nīvī svayaṃ bandhanād vāso viślathamekhalāguṇadhṛtaṃ kiṃcinnitambe sthitam kiṃcid+nitambe→kiṃcinnitambe
ama k → e k	consonant / other	2	0.2	kimidamathavā satyaṃ mugdhe tvayā hi viniścitaṃ yad abhirucitaṃ tan me kṛtvā priye sukhamāsyatām me+kṛtvā · haṃho cetaḥ prakṛtiraparā nāsti me kāpi sā sā sā sā sā sā jagati sakale ko'yamadvaitavādaḥ me+kā
as r → o r	consonant / other	2	0.2	tatkiṃ rodiṣi gadgadena vacasā kasyāgrato rudyate nanvetan mama kā tavāsmi dayitā nāsmītyato rudyate agratas→kasyāgrato +rudyate · tatkiṃ rodiṣi gadgadena vacasā kasyāgrato rudyate nanvetan mama kā tavāsmi dayitā nāsmītyato rudyate atas→nāsmītyato +rudyate
m a → mā	anusvāra / nasal	2	0.2	śrutvā nāmāpi yasya sphuṭaghanapulakaṃ jāyate'ṅgaṃ samantāt dṛṣṭvā yasyānanenduṃ bhavati vapuridaṃ candrakāntānukāri nām+api→nāmāpi · adyārabhya yadi priye punarahaṃ mānasya vānyasya vā gṛhṇīyāṃ śaṭhadurnayena manasā nāmāpi saṃkṣepataḥ nām+api→nāmāpi
a o → au	vowel coalescence	2	0.2	gāḍhauṣṭhagrahapūrvamākulatayā pādāgrasaṃdaṃśakenākṛṣyāmbaramātmano yaducitaṃ dhūrtena tatprastutam gāḍha+oṣṭha→gāḍhauṣṭhagrahapūrvamākulatayā · sālaktakaṃ śatadalādhikakāntiramyaṃ ratnaughadhāmanikarāruṇanūpuraṃ ca ratna+ogha→ratnaughadhāmanikarāruṇanūpuraṃ
d ś → cch	consonant / other	2	0.2	tacchūnye punarāsthitāsmi bhavane prāṇāsta ete dṛḍhāḥ sakhyastiṣṭhata jīvitavyasaninī dambhādahaṃ rodimi tad+śūnye→tacchūnye · śūnyaṃ vāsagṛhaṃ vilokya śayanādutthāya kiṃcicchanair nidrāvyājamupāgatasya suciraṃ nirvarṇya patyurmukham kiṃcid+śanais→kiṃcicchanair
as v → o v	consonant / other	2	0.2	ityākṣipya yadā samastamaghṛṇo gantuṃ pravṛttaḥ śaṭhaḥ pūrvaṃ prāṇaparigraho dayitayā muktastato vallabhaḥ tatas→muktastato +vallabhaḥ · itthaṃ lajjitayā smṛterupagame matvā tanuṃ sambhramāt pumbhāvaḥ prathamaṃ rativyatikare muktastato vallabhaḥ tatas→muktastato +vallabhaḥ
ama n → e n	consonant / other	2	0.2	na dṛṣṭeḥ śaithilyaṃ milana iti ceto dahati me nigūḍhāntaḥkopāt kaṭhinahṛdaye saṃvṛtiriyam me+nigūḍha · etāvatsakhi vedmi sāmpratamahaṃ tasyāṅgasaṅge punaḥ ko'yaṃ kāsmi rataṃ nu vā kathamiti svalpāpi me na smṛtiḥ me+na
ḥ ch → ś ch	visarga	2	0.2	ghana ghaṭayituṃ niḥsnehaṃ tvāṃ ya eva nivartane prabhavati gavāṃ kiṃ naśchinnaṃ sa eva dhanañjayaḥ naḥ+chinnam→naśchinnaṃ · ātmadrohiṇi durjanaiḥ pralapitaṃ karṇe'niśaṃ mā kṛthāś chinnasneharasā bhavanti puruṣā duḥkhānuvartyāḥ punaḥ kṛthāś+chinna
r k → ḥ k	consonant / other	2	0.2	muhuḥ kaṇṭhe lagnas taralayati bāṣpaḥ stanataṭaṃ priyo manyurjātastava niranurodhe na tu vayam muhuḥ+kaṇṭhe · etāvatsakhi vedmi sāmpratamahaṃ tasyāṅgasaṅge punaḥ ko'yaṃ kāsmi rataṃ nu vā kathamiti svalpāpi me na smṛtiḥ punaḥ+kaḥ
ḥ a → ḥ '	visarga	1	0.1	jyākṛṣṭibaddhakhaṭakāmukhapāṇipṛṣṭhapreṅkhannakhāṃśucayasaṃvalito 'mbikāyāḥ saṃvalitaḥ+'mbikāyāḥ
ā p → ṃ p	anusvāra / nasal	1	0.1	tvāṃ pātu mañjaritapallavakarṇapūralobhabhramadbhramaravibhramabhṛt kaṭākṣaḥ tvāṃ+pātu
aḥ api → o 'py	visarga	1	0.1	kṣipto hastāvalagnaḥ prasabham abhihato 'py ādadāno 'ṃśukāntaṃ gṛhṇan keśeṣvapāstaścaraṇanipatito nekṣitaḥ sambhrameṇa abhihato+'py
api ā → 'py ā	consonant / other	1	0.1	kṣipto hastāvalagnaḥ prasabham abhihato 'py ādadāno 'ṃśukāntaṃ gṛhṇan keśeṣvapāstaścaraṇanipatito nekṣitaḥ sambhrameṇa 'py+ādadāno
aḥ avadhūtaḥ → o 'vadhūtas	visarga	1	0.1	āliṅgan yo 'vadhūtas tripurayuvatibhiḥ sāśrunetrotpalābhiḥ kāmīvārdrāparādhaḥ sa dahatu duritaṃ śāmbhavo vaḥ śarāgniḥ yo+'vadhūtas
avadhūtaḥ t → 'vadhūtas t	visarga	1	0.1	āliṅgan yo 'vadhūtas tripurayuvatibhiḥ sāśrunetrotpalābhiḥ kāmīvārdrāparādhaḥ sa dahatu duritaṃ śāmbhavo vaḥ śarāgniḥ 'vadhūtas+tripura
ī i → ī	vowel coalescence	1	0.1	āliṅgan yo 'vadhūtas tripurayuvatibhiḥ sāśrunetrotpalābhiḥ kāmīvārdrāparādhaḥ sa dahatu duritaṃ śāmbhavo vaḥ śarāgniḥ kāmī+iva→kāmīvārdrāparādhaḥ
im v → īṃ v	anusvāra / nasal	1	0.1	ālolām alakāvalīṃ vilulitāṃ bibhraccalatkuṇḍalaṃ kiṃcin mṛṣṭaviśeṣakaṃ tanutaraiḥ khedāmbhasāṃ śīkaraiḥ āvalim→alakāvalīṃ +vilulitāṃ
p → ṃ p	anusvāra / nasal	1	0.1	tanvyā yat suratāntatāntanayanaṃ vaktraṃ rativyatyaye tattvāṃ pātu cirāya kiṃ hariharabrahmādibhirdaivataiḥ tvā→tattvāṃ +pātu
aḥ ayam → o 'yaṃ	visarga	1	0.1	hṛdayanihitaṃ bhāvākūtaṃ vamadbhirivekṣaṇaiḥ kathaya sukṛtī ko 'yaṃ mugdhe tvayādya vilokyate ko+'yaṃ
ayam m → 'yaṃ m	anusvāra / nasal	1	0.1	hṛdayanihitaṃ bhāvākūtaṃ vamadbhirivekṣaṇaiḥ kathaya sukṛtī ko 'yaṃ mugdhe tvayādya vilokyate 'yaṃ+mugdhe
bh → yaiva bh	consonant / other	1	0.1	datto'syāḥ praṇayastvayaiva bhavatā ceyaṃ ciraṃ lālitā daivād adya kila tvameva kṛtavān asyā navaṃ vipriyam eva→praṇayastvayaiva +bhavatā
t h → dd h	consonant / other	1	0.1	nāryastanvi haṭhāddharanti ramaṇaṃ tiṣṭhanti no vāritās tatkiṃ tāmyasi kiṃ ca rodiṣi mudhā tāsāṃ priyaṃ mā kṛthāḥ haṭhāt+haranti→haṭhāddharanti
ḥ r → n r	visarga	1	0.1	bhūyo'pyevamiti skhalan mṛdugirā saṃsūcya duśceṣṭitaṃ dhanyo hanyata eva nihnutiparaḥ preyān rudatyā hasan preyān+rudatyā
t dh → d dh	consonant / other	1	0.1	lajjāmantharatārakeṇa nipataddhārāśruṇā cakṣuṣā dṛṣṭvā māṃ hasitena bhāvimaraṇotsāhastayā sūcitaḥ nipatat+dhārā→nipataddhārāśruṇā
nīm b → ṇīṃ b	anusvāra / nasal	1	0.1	dhīraṃ vāridharasya vāri kirataḥ śrutvā niśīthe dhvaniṃ dīrghocchvāsamudaśruṇā virahiṇīṃ bālāṃ ciraṃ dhyāyatā virahiṇīṃ+bālāṃ
t g → d g	consonant / other	1	0.1	kathamapi sakhi krīḍākopād vrajeti mayodite kaṭhinahṛdayastyaktvā śayyāṃ balād gata eva saḥ balād+gata
ām p → īṃ p	anusvāra / nasal	1	0.1	ajñānena parāṅmukhīṃ paribhavād āśliṣya māṃ duḥkhitāṃ kiṃ labdhaṃ caṭula tvayeha nayatā saubhāgyametāṃ daśām parāṅmukhīṃ+paribhavād
ḥ v → r v	visarga	1	0.1	paśyaitad dayitākucavyatikaronmṛṣṭāṅgarāgāruṇaṃ vakṣaste malatailapaṅkaśabalair veṇīpadairaṅkitam śabalaiḥ→malatailapaṅkaśabalair +veṇī
r s → ḥ s	consonant / other	1	0.1	mātaḥ svaptumapīha vārayati māmityāhitakrodhayā paryasya svapiticchalena śayane datto'vakāśastayā mātaḥ+svaptum
_ bh → miśrībhavaccakṣuṣor bh	consonant / other	1	0.1	dampatyoḥ śanakairapāṅgavalanān miśrībhavaccakṣuṣor bhagno mānakaliḥ sahāsarabhasaṃ vyāsaktakaṇṭhagraham _→miśrībhavaccakṣuṣor +bhagno
m _ → m saṃspṛśi	anusvāra / nasal	1	0.1	tvaṃ mugdhākṣi vinaiva kañculikayā dhatse manohāriṇīṃ lakṣmīmityabhidhāyini priyatame tadvīṭikāṃ saṃspṛśi vīṭikām+saṃspṛśi
i j → ī j	consonant / other	1	0.1	śayyopāntaniviṣṭasasmitamukhīnetrotsavānandito niryātaḥ śanakairalīkavacanopanyāsam ālījanaḥ āli+janaḥ→ālījanaḥ
n j → ñ j	consonant / other	1	0.1	ruddhāyāmapi vāci sasmitamidaṃ dagdhānanaṃ jāyate dṛṣṭe nirvahaṇaṃ bhaviṣyati kathaṃ mānasya tasmiñjane tasmin+jane→tasmiñjane
ā _ → ā dṛśau	consonant / other	1	0.1	kānte katyapi vāsarāṇi gamaya tvaṃ mīlayitvā dṛśau svasti svasti nimīlayāmi nayane yāvan na śūnyā diśaḥ mīlayitvā+dṛśau
_ s → dṛśau s	consonant / other	1	0.1	kānte katyapi vāsarāṇi gamaya tvaṃ mīlayitvā dṛśau svasti svasti nimīlayāmi nayane yāvan na śūnyā diśaḥ dṛśau+svasti
r → lameva r	consonant / other	1	0.1	svacchairacchakapolamūlagalitaiḥ paryastanetrotpalā bālā kevalameva roditi luṭhallolālakairaśrubhiḥ eva→kevalameva +roditi
t l → l l	consonant / other	1	0.1	svacchairacchakapolamūlagalitaiḥ paryastanetrotpalā bālā kevalameva roditi luṭhallolālakairaśrubhiḥ luṭhat+lola→luṭhallolālakairaśrubhiḥ
iḥ g → Ø g	visarga	1	0.1	bhavatu viditaṃ chadmālāpairalaṃ priya gamyatāṃ tanurapi na te doṣo'smākaṃ vidhistu parāṅmukhaḥ priya+gamyatāṃ
ḥ v → ṃ v	visarga	1	0.1	bhavatu viditaṃ chadmālāpairalaṃ priya gamyatāṃ tanurapi na te doṣo'smākaṃ vidhistu parāṅmukhaḥ naḥ→doṣo'smākaṃ +vidhiḥ
e y → ava y	consonant / other	1	0.1	tava yathā tathābhūtaṃ prema prapannamimāṃ daśāṃ prakṛticapale kā naḥ pīḍā gate hatajīvite tava+yathā
m p → a p	anusvāra / nasal	1	0.1	tava yathā tathābhūtaṃ prema prapannamimāṃ daśāṃ prakṛticapale kā naḥ pīḍā gate hatajīvite prema+prapannam
t c → c c	consonant / other	1	0.1	kiṃ mugdhe na mayā kṛtaṃ ramaṇadhīrmuktā tvayā gamyatāṃ dusthaṃ tiṣṭhasi yacca pathyamadhunā kartāsmi tacchroṣyasi yat+ca→yacca
āt l → ato l	consonant / other	1	0.1	jñāte'līkanimīlane nayanayordhūrtasya romāñcato lajjāsīn mama tena sāpyapahṛtā tatkālayogyaiḥ kramaiḥ romāñcato+lajjā
ḥ dh → r dh	visarga	1	0.1	jñāte'līkanimīlane nayanayordhūrtasya romāñcato lajjāsīn mama tena sāpyapahṛtā tatkālayogyaiḥ kramaiḥ nayanayoḥ+dhūrtasya→nayanayordhūrtasya
ama m → e m	consonant / other	1	0.1	tasya premṇastad idamadhunā vaiṣamaṃ paśya jātaṃ tvaṃ pādānte luṭhasi nahi me manyumokṣaḥ khalāyāḥ me+manyu
e k → ava k	consonant / other	1	0.1	sutanu jahihi kopaṃ paśya pādānataṃ māṃ na khalu tava kadācitkopa evaṃvidho'bhūt tava+kadācid
o j → u j	consonant / other	1	0.1	sutanu jahihi kopaṃ paśya pādānataṃ māṃ na khalu tava kadācitkopa evaṃvidho'bhūt tano→sutanu +jahihi
n → uktaṃ n	anusvāra / nasal	1	0.1	iti nigadati nāthe tiryagāmīlitākṣyā nayanajalamanalpaṃ muktamuktaṃ na kiṃcit uktam→muktamuktaṃ +na
iḥ m → Ø m	visarga	1	0.1	mā mā mānada māti māmalamiti kṣāmākṣarollāpinī suptā kiṃ nu mṛtā nu kiṃ manasi me līnā vilīnā nu kim mānada+mā
ama l → e l	consonant / other	1	0.1	mā mā mānada māti māmalamiti kṣāmākṣarollāpinī suptā kiṃ nu mṛtā nu kiṃ manasi me līnā vilīnā nu kim me+līnā
n t → ṃs t	anusvāra / nasal	1	0.1	tad utprekṣyotprekṣya priyasakhi gatāṃstāṃśca divasān na jāne ko heturdalati śatadhā yan na hṛdayam gatān+tān→gatāṃstāṃśca
nt j → j j	consonant / other	1	0.1	ciravirahiṇor utkaṇṭhārtiślathīkṛtagātrayor navamiva jagaj jātaṃ bhūyaścirād abhinandatoḥ jagaj+jātaṃ
s c → ś c	consonant / other	1	0.1	ciravirahiṇor utkaṇṭhārtiślathīkṛtagātrayor navamiva jagaj jātaṃ bhūyaścirād abhinandatoḥ bhūyas+cirāt→bhūyaścirād
uḥ y → vī y	visarga	1	0.1	kathamapi dine dīrghe yāte niśāmadhirūḍhayoḥ prasarati kathā bahvī yūnor yathā na tathā ratiḥ bahvī+yūnor
uvnoḥ y → ūnor y	visarga	1	0.1	kathamapi dine dīrghe yāte niśāmadhirūḍhayoḥ prasarati kathā bahvī yūnor yathā na tathā ratiḥ yūnor+yathā
ḥ e → r e	visarga	1	0.1	dattaḥ svedamucā payodharayuge nārghyo na kumbhāmbhasā svairevāvayavaiḥ priyasya viśatastanvyā kṛtaṃ maṅgalam svaiḥ+eva→svairevāvayavaiḥ
as y → o y	consonant / other	1	0.1	prārabdhā purato yathā manasijasyājñā tathā vartituṃ premṇo maugdhyavibhūṣaṇasya sahajaḥ ko'pyeṣa kāntaḥ kramaḥ purato+yathā
as m → o m	consonant / other	1	0.1	aṅgānāmatitānavaṃ kathamidaṃ kampaśca kasmātkuto mugdhe pāṇḍukapolamānanamiti prāṇeśvare pṛcchati kutas→kasmātkuto +mugdhe
aḥ g → yā g	visarga	1	0.1	purastanvyā gotraskhalanacakito'haṃ natamukhaḥ pravṛtto vailakṣyātkimapi likhituṃ daivahatakaḥ tanvaḥ→purastanvyā +gotra
m n → lanacakito'haṃ n	anusvāra / nasal	1	0.1	purastanvyā gotraskhalanacakito'haṃ natamukhaḥ pravṛtto vailakṣyātkimapi likhituṃ daivahatakaḥ aham→gotraskhalanacakito'haṃ +nata
ḥ t → Ø t	visarga	1	0.1	sphuṭo rekhānyāsaḥ kathamapi sa tādṛk pariṇato gatā yena vyaktaṃ punaravayavaiḥ saiva taruṇī sa+tādṛk
ś p → k p	consonant / other	1	0.1	sphuṭo rekhānyāsaḥ kathamapi sa tādṛk pariṇato gatā yena vyaktaṃ punaravayavaiḥ saiva taruṇī tādṛk+pariṇato
t jh → j jh	consonant / other	1	0.1	mandaṃ mudritapāṃśavaḥ paripatajjhaṅkārajhañjhāmarudvegadhvastakuṭīrakāntaragatacchidreṣu labdhāntarāḥ paripatat+jhaṅkāra→paripatajjhaṅkārajhañjhāmarudvegadhvastakuṭīrakāntaragatacchidreṣu
_ _ → _ prāvṛṣaḥ	consonant / other	1	0.1	karmavyagrakuṭumbinīkucataṭasvedacchidaḥ prāvṛṣaḥ prārambhe nipatanti kandaladalollāsāḥ payobindavaḥ _+prāvṛṣaḥ
_ p → prāvṛṣaḥ p	consonant / other	1	0.1	karmavyagrakuṭumbinīkucataṭasvedacchidaḥ prāvṛṣaḥ prārambhe nipatanti kandaladalollāsāḥ payobindavaḥ prāvṛṣaḥ+prārambhe
_ _ → karmavyagrakuṭumbinīkucataṭasvedacchidaḥ _	consonant / other	1	0.1	karmavyagrakuṭumbinīkucataṭasvedacchidaḥ prāvṛṣaḥ prārambhe nipatanti kandaladalollāsāḥ payobindavaḥ _→karmavyagrakuṭumbinīkucataṭasvedacchidaḥ +prāvṛṣaḥ
i _ → i ruṣaṃ	anusvāra / nasal	1	0.1	bāle nātha vimuñca mānini ruṣaṃ roṣān mayā kiṃ kṛtaṃ khedo'smāsu na me'parādhyati bhavān sarve'parādhā mayi mānini+ruṣaṃ
_ r → ruṣaṃ r	anusvāra / nasal	1	0.1	bāle nātha vimuñca mānini ruṣaṃ roṣān mayā kiṃ kṛtaṃ khedo'smāsu na me'parādhyati bhavān sarve'parādhā mayi ruṣaṃ+roṣān
e n → āsu n	consonant / other	1	0.1	bāle nātha vimuñca mānini ruṣaṃ roṣān mayā kiṃ kṛtaṃ khedo'smāsu na me'parādhyati bhavān sarve'parādhā mayi asme→khedo'smāsu +na
u e → v e	vowel coalescence	1	0.1	tatkiṃ rodiṣi gadgadena vacasā kasyāgrato rudyate nanvetan mama kā tavāsmi dayitā nāsmītyato rudyate nanu+etat→nanvetan
as d → o d	consonant / other	1	0.1	nītvoccairvikṣipantaḥ kṛtatuhinakaṇāsārasaṅgān parāgān kaundān ānanditālīn atitarasurabhīn bhūriśo diṅmukheṣu bhūriśo+diṅmukheṣu
aḥ n → yā n	visarga	1	0.1	śrutvā tanvyā niśīthe navaghanarasitaṃ viślathāṅkaṃ patitvā śayyāyāṃ bhūmipṛṣṭhe karataladhṛtayā duḥkhitālījanena tanvyā+niśīthe
n ā → nn ā	consonant / other	1	0.1	tasminnāgatya kaṇṭhagrahaṇasarabhasasthāyini prāṇanāthe bhagnā mānasya cintā bhavati mama punarvajramayyāḥ kadā nu tasmin+āgatya→tasminnāgatya
aḥ dh → o dh	visarga	1	0.1	aṅgaṃ candanapāṇḍupallavamṛdustāmbūlatāmrādharo dhārāyantrajalābhiṣekakaluṣe dhautāñjane locane adharaḥ→candanapāṇḍupallavamṛdustāmbūlatāmrādharo +dhārāyantra
e a → e '	vowel coalescence	1	0.1	lagnā nāṃśukapallave bhujalatā na dvāradeśe 'rpitā no vā pādatale tayā nipatitaṃ tiṣṭheti noktaṃ vacaḥ deśe+'rpitā
n → ṣṭheti n	consonant / other	1	0.1	lagnā nāṃśukapallave bhujalatā na dvāradeśe 'rpitā no vā pādatale tayā nipatitaṃ tiṣṭheti noktaṃ vacaḥ iti→tiṣṭheti +na
aḥ b → yā b	visarga	1	0.1	kāle kevalamambudātimaline gantuṃ pravṛttaḥ śaṭhaḥ tanvyā bāṣpajalaughakalpitanadīpūreṇa baddhaḥ priyaḥ tanvyā+bāṣpa
