pack	locus	dcs	syllables	metre	metre_type	method	confidence	text
nala-2	Mahābhārata, MBh, 3, 51, 14.2	dcs:192623	16	anuṣṭubh	jati	syllable-heuristic	medium	āvayoḥ kuśalaṃ deva sarvatragatam īśvara
nala-2	Mahābhārata, MBh, 3, 51, 14.3	dcs:192624	16	anuṣṭubh	jati	syllable-heuristic	medium	loke ca maghavan kṛtsne nṛpāḥ kuśalino vibho
nala-2	Mahābhārata, MBh, 3, 51, 15.1	dcs:192625	7			unresolved		bṛhadaśva uvāca
nala-2	Mahābhārata, MBh, 3, 51, 15.2	dcs:192626	16	anuṣṭubh	jati	syllable-heuristic	medium	nāradasya vacaḥ śrutvā papraccha balavṛtrahā
nala-2	Mahābhārata, MBh, 3, 51, 15.3	dcs:192627	16	anuṣṭubh	jati	syllable-heuristic	medium	dharmajñāḥ pṛthivīpālās tyaktajīvitayodhinaḥ
nala-2	Mahābhārata, MBh, 3, 51, 16.1	dcs:192628	16	anuṣṭubh	jati	syllable-heuristic	medium	śastreṇa nidhanaṃ kāle ye gacchantyaparāṅmukhāḥ
nala-2	Mahābhārata, MBh, 3, 51, 16.2	dcs:192629	16	anuṣṭubh	jati	syllable-heuristic	medium	ayaṃ loko 'kṣayas teṣāṃ yathaiva mama kāmadhuk
nala-2	Mahābhārata, MBh, 3, 51, 17.1	dcs:192630	16	anuṣṭubh	jati	syllable-heuristic	medium	kva nu te kṣatriyāḥ śūrā na hi paśyāmi tān aham
nala-2	Mahābhārata, MBh, 3, 51, 17.2	dcs:192631	16	anuṣṭubh	jati	syllable-heuristic	medium	āgacchato mahīpālān atithīn dayitān mama
nala-2	Mahābhārata, MBh, 3, 51, 18.1	dcs:192632	16	anuṣṭubh	jati	syllable-heuristic	medium	evam uktas tu śakreṇa nāradaḥ pratyabhāṣata
nala-2	Mahābhārata, MBh, 3, 51, 18.2	dcs:192633	16	anuṣṭubh	jati	syllable-heuristic	medium	śṛṇu me bhagavan yena na dṛśyante mahīkṣitaḥ
nala-2	Mahābhārata, MBh, 3, 51, 19.1	dcs:192634	16	anuṣṭubh	jati	syllable-heuristic	medium	vidarbharājaduhitā damayantīti viśrutā
nala-2	Mahābhārata, MBh, 3, 51, 19.2	dcs:192635	16	anuṣṭubh	jati	syllable-heuristic	medium	rūpeṇa samatikrāntā pṛthivyāṃ sarvayoṣitaḥ
nala-2	Mahābhārata, MBh, 3, 51, 2.1	dcs:192598	16	anuṣṭubh	jati	syllable-heuristic	medium	tataś cintāparā dīnā vivarṇavadanā kṛśā
nala-2	Mahābhārata, MBh, 3, 51, 2.2	dcs:192599	16	anuṣṭubh	jati	syllable-heuristic	medium	babhūva damayantī tu niḥśvāsaparamā tadā
nala-2	Mahābhārata, MBh, 3, 51, 20.1	dcs:192636	16	anuṣṭubh	jati	syllable-heuristic	medium	tasyāḥ svayaṃvaraḥ śakra bhavitā nacirād iva
nala-2	Mahābhārata, MBh, 3, 51, 20.2	dcs:192637	16	anuṣṭubh	jati	syllable-heuristic	medium	tatra gacchanti rājāno rājaputrāś ca sarvaśaḥ
nala-2	Mahābhārata, MBh, 3, 51, 21.1	dcs:192638	16	anuṣṭubh	jati	syllable-heuristic	medium	tāṃ ratnabhūtāṃ lokasya prārthayanto mahīkṣitaḥ
nala-2	Mahābhārata, MBh, 3, 51, 21.2	dcs:192639	16	anuṣṭubh	jati	syllable-heuristic	medium	kāṅkṣanti sma viśeṣeṇa balavṛtraniṣūdana
nala-2	Mahābhārata, MBh, 3, 51, 22.1	dcs:192640	16	anuṣṭubh	jati	syllable-heuristic	medium	etasmin kathyamāne tu lokapālāś ca sāgnikāḥ
nala-2	Mahābhārata, MBh, 3, 51, 22.2	dcs:192641	16	anuṣṭubh	jati	syllable-heuristic	medium	ājagmur devarājasya samīpam amarottamāḥ
nala-2	Mahābhārata, MBh, 3, 51, 23.1	dcs:192642	16	anuṣṭubh	jati	syllable-heuristic	medium	tatastacchuśruvuḥ sarve nāradasya vaco mahat
nala-2	Mahābhārata, MBh, 3, 51, 23.2	dcs:192643	16	anuṣṭubh	jati	syllable-heuristic	medium	śrutvā caivābruvan hṛṣṭā gacchāmo vayam apyuta
nala-2	Mahābhārata, MBh, 3, 51, 24.1	dcs:192644	16	anuṣṭubh	jati	syllable-heuristic	medium	tataḥ sarve mahārāja sagaṇāḥ sahavāhanāḥ
nala-2	Mahābhārata, MBh, 3, 51, 24.2	dcs:192645	16	anuṣṭubh	jati	syllable-heuristic	medium	vidarbhān abhito jagmur yatra sarve mahīkṣitaḥ
nala-2	Mahābhārata, MBh, 3, 51, 25.1	dcs:192646	16	anuṣṭubh	jati	syllable-heuristic	medium	nalo 'pi rājā kaunteya śrutvā rājñāṃ samāgamam
nala-2	Mahābhārata, MBh, 3, 51, 25.2	dcs:192647	16	anuṣṭubh	jati	syllable-heuristic	medium	abhyagacchad adīnātmā damayantīm anuvrataḥ
nala-2	Mahābhārata, MBh, 3, 51, 26.1	dcs:192648	16	anuṣṭubh	jati	syllable-heuristic	medium	atha devāḥ pathi nalaṃ dadṛśur bhūtale sthitam
nala-2	Mahābhārata, MBh, 3, 51, 26.2	dcs:192649	16	anuṣṭubh	jati	syllable-heuristic	medium	sākṣād iva sthitaṃ mūrtyā manmathaṃ rūpasampadā
nala-2	Mahābhārata, MBh, 3, 51, 27.1	dcs:192650	16	anuṣṭubh	jati	syllable-heuristic	medium	taṃ dṛṣṭvā lokapālās te bhrājamānaṃ yathā ravim
nala-2	Mahābhārata, MBh, 3, 51, 27.2	dcs:192651	16	anuṣṭubh	jati	syllable-heuristic	medium	tasthur vigatasaṃkalpā vismitā rūpasampadā
nala-2	Mahābhārata, MBh, 3, 51, 28.1	dcs:192652	16	anuṣṭubh	jati	syllable-heuristic	medium	tato 'ntarikṣe viṣṭabhya vimānāni divaukasaḥ
nala-2	Mahābhārata, MBh, 3, 51, 28.2	dcs:192653	16	anuṣṭubh	jati	syllable-heuristic	medium	abruvan naiṣadhaṃ rājann avatīrya nabhastalāt
nala-2	Mahābhārata, MBh, 3, 51, 29.1	dcs:192654	16	anuṣṭubh	jati	syllable-heuristic	medium	bho bho naiṣadha rājendra nala satyavrato bhavān
nala-2	Mahābhārata, MBh, 3, 51, 29.2	dcs:192655	16	anuṣṭubh	jati	syllable-heuristic	medium	asmākaṃ kuru sāhāyyaṃ dūto bhava narottama
nala-2	Mahābhārata, MBh, 3, 51, 3.1	dcs:192600	16	anuṣṭubh	jati	syllable-heuristic	medium	ūrdhvadṛṣṭir dhyānaparā babhūvonmattadarśanā
nala-2	Mahābhārata, MBh, 3, 51, 3.2	dcs:192601	16	anuṣṭubh	jati	syllable-heuristic	medium	na śayyāsanabhogeṣu ratiṃ vindati karhicit
nala-2	Mahābhārata, MBh, 3, 51, 4.1	dcs:192602	16	anuṣṭubh	jati	syllable-heuristic	medium	na naktaṃ na divā śete hā heti vadatī muhuḥ
nala-2	Mahābhārata, MBh, 3, 51, 4.2	dcs:192603	16	anuṣṭubh	jati	syllable-heuristic	medium	tām asvasthāṃ tadākārāṃ sakhyas tā jajñur iṅgitaiḥ
nala-2	Mahābhārata, MBh, 3, 51, 5.1	dcs:192604	16	anuṣṭubh	jati	syllable-heuristic	medium	tato vidarbhapataye damayantyāḥ sakhīgaṇaḥ
nala-2	Mahābhārata, MBh, 3, 51, 5.2	dcs:192605	16	anuṣṭubh	jati	syllable-heuristic	medium	nyavedayata na svasthāṃ damayantīṃ nareśvara
nala-2	Mahābhārata, MBh, 3, 51, 6.1	dcs:192606	16	anuṣṭubh	jati	syllable-heuristic	medium	tacchrutvā nṛpatir bhīmo damayantīsakhīgaṇāt
nala-2	Mahābhārata, MBh, 3, 51, 6.2	dcs:192607	16	anuṣṭubh	jati	syllable-heuristic	medium	cintayāmāsa tat kāryaṃ sumahat svāṃ sutāṃ prati
nala-2	Mahābhārata, MBh, 3, 51, 7.1	dcs:192608	16	anuṣṭubh	jati	syllable-heuristic	medium	sa samīkṣya mahīpālaḥ svāṃ sutāṃ prāptayauvanām
nala-2	Mahābhārata, MBh, 3, 51, 7.2	dcs:192609	16	anuṣṭubh	jati	syllable-heuristic	medium	apaśyad ātmanaḥ kāryaṃ damayantyāḥ svayaṃvaram
nala-2	Mahābhārata, MBh, 3, 51, 8.1	dcs:192610	16	anuṣṭubh	jati	syllable-heuristic	medium	sa saṃnipātayāmāsa mahīpālān viśāṃ pate
nala-2	Mahābhārata, MBh, 3, 51, 8.2	dcs:192611	17			unresolved		anubhūyatām ayaṃ vīrāḥ svayaṃvara iti prabho
nala-2	Mahābhārata, MBh, 3, 51, 9.1	dcs:192612	16	anuṣṭubh	jati	syllable-heuristic	medium	śrutvā tu pārthivāḥ sarve damayantyāḥ svayaṃvaram
nala-2	Mahābhārata, MBh, 3, 51, 9.2	dcs:192613	16	anuṣṭubh	jati	syllable-heuristic	medium	abhijagmus tadā bhīmaṃ rājāno bhīmaśāsanāt
nala-3	Mahābhārata, MBh, 3, 52, 1.1	dcs:192656	7			unresolved		bṛhadaśva uvāca
nala-3	Mahābhārata, MBh, 3, 52, 1.2	dcs:192657	16	anuṣṭubh	jati	syllable-heuristic	medium	tebhyaḥ pratijñāya nalaḥ kariṣya iti bhārata
nala-3	Mahābhārata, MBh, 3, 52, 1.3	dcs:192658	16	anuṣṭubh	jati	syllable-heuristic	medium	athainān paripapraccha kṛtāñjalir avasthitaḥ
nala-3	Mahābhārata, MBh, 3, 52, 10.1	dcs:192677	16	anuṣṭubh	jati	syllable-heuristic	medium	pravekṣyasīti taṃ śakraḥ punar evābhyabhāṣata
nala-3	Mahābhārata, MBh, 3, 52, 10.2	dcs:192678	16	anuṣṭubh	jati	syllable-heuristic	medium	jagāma sa tathetyuktvā damayantyā niveśanam
nala-3	Mahābhārata, MBh, 3, 52, 11.1	dcs:192679	16	anuṣṭubh	jati	syllable-heuristic	medium	dadarśa tatra vaidarbhīṃ sakhīgaṇasamāvṛtām
nala-3	Mahābhārata, MBh, 3, 52, 11.2	dcs:192680	16	anuṣṭubh	jati	syllable-heuristic	medium	dedīpyamānāṃ vapuṣā śriyā ca varavarṇinīm
nala-3	Mahābhārata, MBh, 3, 52, 12.1	dcs:192681	16	anuṣṭubh	jati	syllable-heuristic	medium	atīva sukumārāṅgīṃ tanumadhyāṃ sulocanām
nala-3	Mahābhārata, MBh, 3, 52, 12.2	dcs:192682	16	anuṣṭubh	jati	syllable-heuristic	medium	ākṣipantīm iva ca bhāḥ śaśinaḥ svena tejasā
nala-3	Mahābhārata, MBh, 3, 52, 13.1	dcs:192683	16	anuṣṭubh	jati	syllable-heuristic	medium	tasya dṛṣṭvaiva vavṛdhe kāmas tāṃ cāruhāsinīm
nala-3	Mahābhārata, MBh, 3, 52, 13.2	dcs:192684	16	anuṣṭubh	jati	syllable-heuristic	medium	satyaṃ cikīrṣamāṇas tu dhārayāmāsa hṛcchayam
nala-3	Mahābhārata, MBh, 3, 52, 14.1	dcs:192685	16	anuṣṭubh	jati	syllable-heuristic	medium	tatas tā naiṣadhaṃ dṛṣṭvā saṃbhrāntāḥ paramāṅganāḥ
nala-3	Mahābhārata, MBh, 3, 52, 14.2	dcs:192686	16	anuṣṭubh	jati	syllable-heuristic	medium	āsanebhyaḥ samutpetus tejasā tasya dharṣitāḥ
nala-3	Mahābhārata, MBh, 3, 52, 15.1	dcs:192687	16	anuṣṭubh	jati	syllable-heuristic	medium	praśaśaṃsuś ca suprītā nalaṃ tā vismayānvitāḥ
nala-3	Mahābhārata, MBh, 3, 52, 15.2	dcs:192688	16	anuṣṭubh	jati	syllable-heuristic	medium	na cainam abhyabhāṣanta manobhistvabhyacintayan
nala-3	Mahābhārata, MBh, 3, 52, 16.1	dcs:192689	16	anuṣṭubh	jati	syllable-heuristic	medium	aho rūpam aho kāntir aho dhairyaṃ mahātmanaḥ
nala-3	Mahābhārata, MBh, 3, 52, 16.2	dcs:192690	16	anuṣṭubh	jati	syllable-heuristic	medium	ko 'yaṃ devo nu yakṣo nu gandharvo nu bhaviṣyati
nala-3	Mahābhārata, MBh, 3, 52, 17.1	dcs:192691	16	anuṣṭubh	jati	syllable-heuristic	medium	na tvenaṃ śaknuvanti sma vyāhartum api kiṃcana
nala-3	Mahābhārata, MBh, 3, 52, 17.2	dcs:192692	16	anuṣṭubh	jati	syllable-heuristic	medium	tejasā dharṣitāḥ sarvā lajjāvatyo varāṅganāḥ
nala-3	Mahābhārata, MBh, 3, 52, 18.1	dcs:192693	16	anuṣṭubh	jati	syllable-heuristic	medium	athainaṃ smayamāneva smitapūrvābhibhāṣiṇī
nala-3	Mahābhārata, MBh, 3, 52, 18.2	dcs:192694	16	anuṣṭubh	jati	syllable-heuristic	medium	damayantī nalaṃ vīram abhyabhāṣata vismitā
nala-3	Mahābhārata, MBh, 3, 52, 19.1	dcs:192695	16	anuṣṭubh	jati	syllable-heuristic	medium	kastvaṃ sarvānavadyāṅga mama hṛcchayavardhana
nala-3	Mahābhārata, MBh, 3, 52, 19.2	dcs:192696	16	anuṣṭubh	jati	syllable-heuristic	medium	prāpto 'syamaravad vīra jñātum icchāmi te 'nagha
nala-3	Mahābhārata, MBh, 3, 52, 2.1	dcs:192659	16	anuṣṭubh	jati	syllable-heuristic	medium	ke vai bhavantaḥ kaścāsau yasyāhaṃ dūta īpsitaḥ
nala-3	Mahābhārata, MBh, 3, 52, 2.2	dcs:192660	16	anuṣṭubh	jati	syllable-heuristic	medium	kiṃ ca tatra mayā kāryaṃ kathayadhvaṃ yathātatham
nala-3	Mahābhārata, MBh, 3, 52, 20.1	dcs:192697	16	anuṣṭubh	jati	syllable-heuristic	medium	katham āgamanaṃ ceha kathaṃ cāsi na lakṣitaḥ
nala-3	Mahābhārata, MBh, 3, 52, 20.2	dcs:192698	16	anuṣṭubh	jati	syllable-heuristic	medium	surakṣitaṃ hi me veśma rājā caivograśāsanaḥ
nala-3	Mahābhārata, MBh, 3, 52, 21.1	dcs:192699	16	anuṣṭubh	jati	syllable-heuristic	medium	evam uktastu vaidarbhyā nalas tāṃ pratyuvāca ha
nala-3	Mahābhārata, MBh, 3, 52, 21.2	dcs:192700	16	anuṣṭubh	jati	syllable-heuristic	medium	nalaṃ māṃ viddhi kalyāṇi devadūtam ihāgatam
nala-3	Mahābhārata, MBh, 3, 52, 22.1	dcs:192701	16	anuṣṭubh	jati	syllable-heuristic	medium	devāstvāṃ prāptum icchanti śakro 'gnir varuṇo yamaḥ
nala-3	Mahābhārata, MBh, 3, 52, 22.2	dcs:192702	16	anuṣṭubh	jati	syllable-heuristic	medium	teṣām anyatamaṃ devaṃ patiṃ varaya śobhane
nala-3	Mahābhārata, MBh, 3, 52, 23.1	dcs:192703	16	anuṣṭubh	jati	syllable-heuristic	medium	teṣām eva prabhāvena praviṣṭo 'ham alakṣitaḥ
nala-3	Mahābhārata, MBh, 3, 52, 23.2	dcs:192704	16	anuṣṭubh	jati	syllable-heuristic	medium	praviśantaṃ hi māṃ kaścinnāpaśyan nāpyavārayat
nala-3	Mahābhārata, MBh, 3, 52, 24.1	dcs:192705	16	anuṣṭubh	jati	syllable-heuristic	medium	etadartham ahaṃ bhadre preṣitaḥ surasattamaiḥ
nala-3	Mahābhārata, MBh, 3, 52, 24.2	dcs:192706	16	anuṣṭubh	jati	syllable-heuristic	medium	etacchrutvā śubhe buddhiṃ prakuruṣva yathecchasi
nala-3	Mahābhārata, MBh, 3, 52, 3.1	dcs:192661	16	anuṣṭubh	jati	syllable-heuristic	medium	evam ukte naiṣadhena maghavān pratyabhāṣata
nala-3	Mahābhārata, MBh, 3, 52, 3.2	dcs:192662	16	anuṣṭubh	jati	syllable-heuristic	medium	amarān vai nibodhāsmān damayantyartham āgatān
nala-3	Mahābhārata, MBh, 3, 52, 4.1	dcs:192663	16	anuṣṭubh	jati	syllable-heuristic	medium	aham indro 'yam agniś ca tathaivāyam apāmpatiḥ
nala-3	Mahābhārata, MBh, 3, 52, 4.2	dcs:192664	16	anuṣṭubh	jati	syllable-heuristic	medium	śarīrāntakaro nṝṇāṃ yamo 'yam api pārthiva
nala-3	Mahābhārata, MBh, 3, 52, 5.1	dcs:192665	16	anuṣṭubh	jati	syllable-heuristic	medium	sa vai tvam āgatān asmān damayantyai nivedaya
nala-3	Mahābhārata, MBh, 3, 52, 5.2	dcs:192666	16	anuṣṭubh	jati	syllable-heuristic	medium	lokapālāḥ sahendrāstvāṃ samāyānti didṛkṣavaḥ
nala-3	Mahābhārata, MBh, 3, 52, 6.1	dcs:192667	16	anuṣṭubh	jati	syllable-heuristic	medium	prāptum icchanti devās tvāṃ śakro 'gnir varuṇo yamaḥ
nala-3	Mahābhārata, MBh, 3, 52, 6.2	dcs:192668	16	anuṣṭubh	jati	syllable-heuristic	medium	teṣām anyatamaṃ devaṃ patitve varayasva ha
nala-3	Mahābhārata, MBh, 3, 52, 7.1	dcs:192669	16	anuṣṭubh	jati	syllable-heuristic	medium	evam uktaḥ sa śakreṇa nalaḥ prāñjalir abravīt
nala-3	Mahābhārata, MBh, 3, 52, 7.2	dcs:192670	16	anuṣṭubh	jati	syllable-heuristic	medium	ekārthasamavetaṃ māṃ na preṣayitum arhatha
nala-3	Mahābhārata, MBh, 3, 52, 8.1	dcs:192671	4			unresolved		devā ūcuḥ
nala-3	Mahābhārata, MBh, 3, 52, 8.2	dcs:192672	16	anuṣṭubh	jati	syllable-heuristic	medium	kariṣya iti saṃśrutya pūrvam asmāsu naiṣadha
nala-3	Mahābhārata, MBh, 3, 52, 8.3	dcs:192673	16	anuṣṭubh	jati	syllable-heuristic	medium	na kariṣyasi kasmāt tvaṃ vraja naiṣadha māciram
nala-3	Mahābhārata, MBh, 3, 52, 9.1	dcs:192674	7			unresolved		bṛhadaśva uvāca
nala-3	Mahābhārata, MBh, 3, 52, 9.2	dcs:192675	16	anuṣṭubh	jati	syllable-heuristic	medium	evam uktaḥ sa devais tair naiṣadhaḥ punar abravīt
nala-3	Mahābhārata, MBh, 3, 52, 9.3	dcs:192676	16	anuṣṭubh	jati	syllable-heuristic	medium	surakṣitāni veśmāni praveṣṭuṃ katham utsahe
gita-1	Bhagavadgītā 1.1		7			unresolved		dhṛtarāṣṭra uvāca
gita-1	Bhagavadgītā 1.2		6			unresolved		saṃjaya uvāca
gita-1	Bhagavadgītā 1.3		16	anuṣṭubh	jati	syllable-heuristic	medium	paśyaitāṃ pāṇḍu-putrāṇām ācārya mahatīṃ camūm
gita-1	Bhagavadgītā 1.4		16	anuṣṭubh	jati	syllable-heuristic	medium	atra śūrā maheṣv-āsā bhīmārjuna-samā yudhi
gita-1	Bhagavadgītā 1.5		16	anuṣṭubh	jati	syllable-heuristic	medium	dhṛṣṭa-ketuś cekitānaḥ kāśi-rājaś ca vīryavān
gita-1	Bhagavadgītā 1.6		16	anuṣṭubh	jati	syllable-heuristic	medium	yudhā-manyuś ca vikrānta uttamaujāś ca vīryavān
gita-1	Bhagavadgītā 1.7		16	anuṣṭubh	jati	syllable-heuristic	medium	asmākaṃ tu viśiṣṭā ye tān nibodha dvijottama
gita-1	Bhagavadgītā 1.8		16	anuṣṭubh	jati	syllable-heuristic	medium	bhavān bhīṣmaś ca karṇaś ca kṛpaś ca samitiṃ-jayaḥ
gita-1	Bhagavadgītā 1.9		16	anuṣṭubh	jati	syllable-heuristic	medium	anye ca bahavaḥ śūrā mad-arthe tyakta-jīvitāḥ
gita-1	Bhagavadgītā 1.10		16	anuṣṭubh	jati	syllable-heuristic	medium	aparyāptaṃ tad asmākaṃ balaṃ bhīṣmābhirakṣitam
gita-1	Bhagavadgītā 1.11		16	anuṣṭubh	jati	syllable-heuristic	medium	ayaneṣu ca sarveṣu yathā bhāgam avasthitāḥ
gita-1	Bhagavadgītā 1.12		16	anuṣṭubh	jati	syllable-heuristic	medium	tasya saṃjanayan harṣaṃ kuru-vṛddhaḥ pitā-mahaḥ
gita-1	Bhagavadgītā 1.13		16	anuṣṭubh	jati	syllable-heuristic	medium	tataḥ śaṅkhāś ca bheryaś ca paṇavānaka-gomukhāḥ
gita-1	Bhagavadgītā 1.14		16	anuṣṭubh	jati	syllable-heuristic	medium	tataḥ śvetair hayair yukte mahati syandane sthitau
gita-1	Bhagavadgītā 1.15		16	anuṣṭubh	jati	syllable-heuristic	medium	pāñcajanyaṃ hṛṣīkeśo devadattaṃ dhanaṃjayaḥ
gita-1	Bhagavadgītā 1.16		16	anuṣṭubh	jati	syllable-heuristic	medium	anantavijayaṃ rājā kuntī-putro yudhiṣṭhiraḥ
gita-1	Bhagavadgītā 1.17		16	anuṣṭubh	jati	syllable-heuristic	medium	kāśyaś ca parameṣv-āsaḥ śikhaṇḍī ca mahā-rathaḥ
gita-1	Bhagavadgītā 1.18		16	anuṣṭubh	jati	syllable-heuristic	medium	drupado draupadeyāś ca sarvaśaḥ pṛthivīpate
gita-1	Bhagavadgītā 1.19		16	anuṣṭubh	jati	syllable-heuristic	medium	sa ghoṣo dhārtarāṣṭrāṇāṃ hṛdayāni vyadārayat
gita-1	Bhagavadgītā 1.20		16	anuṣṭubh	jati	syllable-heuristic	medium	atha vyavasthitān dṛṣṭvā dhārtarāṣṭrān kapi-dhvajaḥ
gita-1	Bhagavadgītā 1.21		6			unresolved		arjuna uvāca
gita-1	Bhagavadgītā 1.22		16	anuṣṭubh	jati	syllable-heuristic	medium	yāvad etān nirīkṣe ‘haṃ yoddhu-kāmān avasthitān
gita-1	Bhagavadgītā 1.23		16	anuṣṭubh	jati	syllable-heuristic	medium	yotsyamānān avekṣe ‘haṃ ya ete ‘tra samāgatāḥ
gita-1	Bhagavadgītā 1.24		6			unresolved		saṃjaya uvāca
gita-1	Bhagavadgītā 1.25		16	anuṣṭubh	jati	syllable-heuristic	medium	bhīṣma-droṇa-pramukhataḥ sarveṣāṃ ca mahīkṣitām
gita-1	Bhagavadgītā 1.26		16	anuṣṭubh	jati	syllable-heuristic	medium	tatrāpaśyat sthitān pārthaḥ pitṝn atha pitā-mahān
gita-1	Bhagavadgītā 1.27		16	anuṣṭubh	jati	syllable-heuristic	medium	śvaśurān suhṛdaś caiva senayor ubhayor api
gita-1	Bhagavadgītā 1.28		6			unresolved		arjuna uvāca
gita-1	Bhagavadgītā 1.29		16	anuṣṭubh	jati	syllable-heuristic	medium	sīdanti mama gātrāṇi mukhaṃ ca pariśuṣyati
gita-1	Bhagavadgītā 1.30		16	anuṣṭubh	jati	syllable-heuristic	medium	gāṇḍīvaṃ sraṃsate hastāt tvak caiva paridahyate
gita-1	Bhagavadgītā 1.31		16	anuṣṭubh	jati	syllable-heuristic	medium	nimittāni ca paśyāmi viparītāni keśava
gita-1	Bhagavadgītā 1.32		16	anuṣṭubh	jati	syllable-heuristic	medium	na kāṅkṣe vijayaṃ kṛṣṇa na ca rājyaṃ sukhāni ca
gita-1	Bhagavadgītā 1.33		16	anuṣṭubh	jati	syllable-heuristic	medium	yeṣām arthe kāṅkṣitaṃ no rājyaṃ bhogāḥ sukhāni ca
gita-1	Bhagavadgītā 1.34		16	anuṣṭubh	jati	syllable-heuristic	medium	ācāryāḥ pitaraḥ putrās tathaiva ca pitāmahāḥ
gita-1	Bhagavadgītā 1.35		16	anuṣṭubh	jati	syllable-heuristic	medium	etān na hantum icchāmi ghnato ‘pi madhusūdana
gita-1	Bhagavadgītā 1.36		16	anuṣṭubh	jati	syllable-heuristic	medium	nihatya dhārtarāṣṭrān naḥ kā prītiḥ syāj janārdana
gita-1	Bhagavadgītā 1.37		16	anuṣṭubh	jati	syllable-heuristic	medium	tasmān nārhā vayaṃ hantuṃ dhārtarāṣṭrān sa-bāndhavān
gita-1	Bhagavadgītā 1.38		16	anuṣṭubh	jati	syllable-heuristic	medium	yady apy ete na paśyanti lobhopahata-cetasaḥ
gita-1	Bhagavadgītā 1.39		16	anuṣṭubh	jati	syllable-heuristic	medium	kathaṃ na jñeyam asmābhiḥ pāpād asmān nivartitum
gita-1	Bhagavadgītā 1.40		16	anuṣṭubh	jati	syllable-heuristic	medium	kula-kṣaye praṇaśyanti kula-dharmāḥ sanātanāḥ
gita-1	Bhagavadgītā 1.41		16	anuṣṭubh	jati	syllable-heuristic	medium	adharmābhibhavāt kṛṣṇa praduṣyanti kula-striyaḥ
gita-1	Bhagavadgītā 1.42		16	anuṣṭubh	jati	syllable-heuristic	medium	saṃkaro narakāyaiva kula-ghnānāṃ kulasya ca
gita-1	Bhagavadgītā 1.43		16	anuṣṭubh	jati	syllable-heuristic	medium	doṣair etaiḥ kula-ghnānāṃ varṇa-saṃkara-kārakaiḥ
gita-1	Bhagavadgītā 1.44		16	anuṣṭubh	jati	syllable-heuristic	medium	utsanna-kula-dharmāṇāṃ manuṣyāṇāṃ janārdana
gita-1	Bhagavadgītā 1.45		16	anuṣṭubh	jati	syllable-heuristic	medium	aho bata mahat pāpaṃ kartuṃ vyavasitā vayam
gita-1	Bhagavadgītā 1.46		16	anuṣṭubh	jati	syllable-heuristic	medium	yadi mām apratī-kāram aśastraṃ śastra-pāṇayaḥ
gita-1	Bhagavadgītā 1.47		6			unresolved		saṃjaya uvāca
gita-10	Bhagavadgītā 10.1		7			unresolved		śrī-bhagavān uvāca
gita-10	Bhagavadgītā 10.2		16	anuṣṭubh	jati	syllable-heuristic	medium	na me viduḥ sura-gaṇāḥ prabhavaṃ na maha-rṣayaḥ
gita-10	Bhagavadgītā 10.3		16	anuṣṭubh	jati	syllable-heuristic	medium	yo mām ajam anādiṃ ca vetti loka-maheśvaram
gita-10	Bhagavadgītā 10.4		16	anuṣṭubh	jati	syllable-heuristic	medium	buddhir jñānam asaṃmohaḥ kṣamā satyaṃ damaḥ śamaḥ
gita-10	Bhagavadgītā 10.5		16	anuṣṭubh	jati	syllable-heuristic	medium	ahiṃsā samatā tuṣṭis tapo dānaṃ yaśo ‘yaśaḥ
gita-10	Bhagavadgītā 10.6		16	anuṣṭubh	jati	syllable-heuristic	medium	maha-rṣayaḥ sapta pūrve catvāro manavas tathā
gita-10	Bhagavadgītā 10.7		16	anuṣṭubh	jati	syllable-heuristic	medium	etāṃ vibhūtiṃ yogaṃ ca mama yo vetti tattvataḥ
gita-10	Bhagavadgītā 10.8		16	anuṣṭubh	jati	syllable-heuristic	medium	ahaṃ sarvasya prabhavo mattaḥ sarvaṃ pravartate
gita-10	Bhagavadgītā 10.9		16	anuṣṭubh	jati	syllable-heuristic	medium	mac-cittā mad-gata-prāṇā bodhayantaḥ paras-param
gita-10	Bhagavadgītā 10.10		16	anuṣṭubh	jati	syllable-heuristic	medium	teṣāṃ satata-yuktānāṃ bhajatāṃ prīti-pūrvakam
gita-10	Bhagavadgītā 10.11		16	anuṣṭubh	jati	syllable-heuristic	medium	teṣām evānukampārtham aham ajñāna-jaṃ tamaḥ
gita-10	Bhagavadgītā 10.12		6			unresolved		arjuna uvāca
gita-10	Bhagavadgītā 10.13		16	anuṣṭubh	jati	syllable-heuristic	medium	āhus tvām ṛṣayaḥ sarve deva-rṣir nāradas tathā
gita-10	Bhagavadgītā 10.14		16	anuṣṭubh	jati	syllable-heuristic	medium	sarvam etad ṛtaṃ manye yan māṃ vadasi keśava
gita-10	Bhagavadgītā 10.15		16	anuṣṭubh	jati	syllable-heuristic	medium	svayam evātmanātmānaṃ vettha tvaṃ puruṣottama
gita-10	Bhagavadgītā 10.16		16	anuṣṭubh	jati	syllable-heuristic	medium	vaktum arhasy aśeṣeṇa divyā hy ātma-vibhūtayaḥ
gita-10	Bhagavadgītā 10.17		16	anuṣṭubh	jati	syllable-heuristic	medium	kathaṃ vidyām ahaṃ yogiṃs tvāṃ sadā paricintayan
gita-10	Bhagavadgītā 10.18		16	anuṣṭubh	jati	syllable-heuristic	medium	vistareṇātmano yogaṃ vibhūtiṃ ca janārdana
