id	type	question	answer	choices	verdict_refs	source_dataset
ZOD-1128	classify-verdict	In the dictionaries, are संवन्त् (saṃvant) and संवत् (saṃvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:42310:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1129	classify-verdict	In the dictionaries, are धामवन्त् (dhāmavant) and धामवत् (dhāmavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:42439:at_only	dcs-nominal-class-split-adj
ZOD-1130	classify-verdict	In the dictionaries, are धारणावन्त् (dhāraṇāvant) and धारणावत् (dhāraṇāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:42519:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1131	classify-verdict	In the dictionaries, are धूर्वन्त् (dhūrvant) and धूर्वत् (dhūrvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:42942:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1132	classify-verdict	In the dictionaries, are नगवन्त् (nagavant) and नगवत् (nagavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:43681:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1133	classify-verdict	In the dictionaries, are उपद्रष्टृमन्त् (upadraṣṭṛmant) and उपद्रष्टृमत् (upadraṣṭṛmat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:45075:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1134	classify-verdict	In the dictionaries, are उपपत्तिमन्त् (upapattimant) and उपपत्तिमत् (upapattimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:45202:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1135	classify-verdict	In the dictionaries, are उपमानवन्त् (upamānavant) and उपमानवत् (upamānavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:45326:at_only	dcs-nominal-class-split-adj
ZOD-1136	classify-verdict	In the dictionaries, are उपलब्धिमन्त् (upalabdhimant) and उपलब्धिमत् (upalabdhimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:45508:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1137	classify-verdict	In the dictionaries, are वारिमन्त् (vārimant) and वारिमत् (vārimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:46442:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1138	classify-verdict	In the dictionaries, are विहुत्मन्त् (vihutmant) and विहुत्मत् (vihutmat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:47717:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1139	classify-verdict	In the dictionaries, are विचाकशन्त् (vicākaśant) and विचाकशत् (vicākaśat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:47793:at_only	dcs-nominal-class-split-adj
ZOD-1140	classify-verdict	In the dictionaries, are विजयवन्त् (vijayavant) and विजयवत् (vijayavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:48188:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1141	classify-verdict	In the dictionaries, are भङ्गवन्त् (bhaṅgavant) and भङ्गवत् (bhaṅgavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:48588:at_only	dcs-nominal-class-split-adj
ZOD-1142	classify-verdict	In the dictionaries, are भर्गस्वन्त् (bhargasvant) and भर्गस्वत् (bhargasvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:49107:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1143	classify-verdict	In the dictionaries, are भारवन्त् (bhāravant) and भारवत् (bhāravat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:49696:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1144	classify-verdict	In the dictionaries, are भिक्षावन्त् (bhikṣāvant) and भिक्षावत् (bhikṣāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:50103:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1145	classify-verdict	In the dictionaries, are चारुमन्त् (cārumant) and चारुमत् (cārumat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:51150:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1146	classify-verdict	In the dictionaries, are छत्त्रवन्त् (chattravant) and छत्त्रवत् (chattravat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:52453:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1147	classify-verdict	In the dictionaries, are छन्दस्वन्त् (chandasvant) and छन्दस्वत् (chandasvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:52561:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1148	classify-verdict	In the dictionaries, are अललाभवन्त् (alalābhavant) and अललाभवत् (alalābhavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:53707:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1149	classify-verdict	In the dictionaries, are अवधिमन्त् (avadhimant) and अवधिमत् (avadhimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:54210:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1150	classify-verdict	In the dictionaries, are अवस्वन्त् (avasvant) and अवस्वत् (avasvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:54635:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1151	classify-verdict	In the dictionaries, are अविकारवन्त् (avikāravant) and अविकारवत् (avikāravat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:54864:at_only	dcs-nominal-class-split-adj
ZOD-1152	classify-verdict	In the dictionaries, are अविशेषवन्त् (aviśeṣavant) and अविशेषवत् (aviśeṣavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:55162:at_only	dcs-nominal-class-split-adj
ZOD-1153	classify-verdict	In the dictionaries, are उदकवन्त् (udakavant) and उदकवत् (udakavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:56264:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1154	classify-verdict	In the dictionaries, are उदनिमन्त् (udanimant) and उदनिमत् (udanimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:56302:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1155	classify-verdict	In the dictionaries, are उदात्तवन्त् (udāttavant) and उदात्तवत् (udāttavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:56435:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1156	classify-verdict	In the dictionaries, are उन्नतिमन्त् (unnatimant) and उन्नतिमत् (unnatimat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:57073:at_only	dcs-nominal-class-split-adj
ZOD-1157	classify-verdict	In the dictionaries, are आतपवन्त् (ātapavant) and आतपवत् (ātapavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:57692:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1158	classify-verdict	In the dictionaries, are आपीनवन्त् (āpīnavant) and आपीनवत् (āpīnavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:58728:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1159	classify-verdict	In the dictionaries, are आमिक्षवन्त् (āmikṣavant) and आमिक्षवत् (āmikṣavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:58998:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1160	classify-verdict	In the dictionaries, are आयतिमन्त् (āyatimant) and आयतिमत् (āyatimat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:59163:at_only	dcs-nominal-class-split-adj
ZOD-1161	classify-verdict	In the dictionaries, are अव्यभिचारवन्त् (avyabhicāravant) and अव्यभिचारवत् (avyabhicāravat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:59779:at_only	dcs-nominal-class-split-adj
ZOD-1162	classify-verdict	In the dictionaries, are अशितावन्त् (aśitāvant) and अशितावत् (aśitāvat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:59871:at_only	dcs-nominal-class-split-adj
ZOD-1163	classify-verdict	In the dictionaries, are अशनिमन्त् (aśanimant) and अशनिमत् (aśanimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:59899:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1164	classify-verdict	In the dictionaries, are अशासन्त् (aśāsant) and अशासत् (aśāsat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:59934:at_only	dcs-nominal-class-split-adj
ZOD-1165	classify-verdict	In the dictionaries, are अश्रिमन्त् (aśrimant) and अश्रिमत् (aśrimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:60150:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1166	classify-verdict	In the dictionaries, are अश्रीमन्त् (aśrīmant) and अश्रीमत् (aśrīmat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:60154:at_only	dcs-nominal-class-split-adj
ZOD-1167	classify-verdict	In the dictionaries, are अश्विमन्त् (aśvimant) and अश्विमत् (aśvimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:60414:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1168	classify-verdict	In the dictionaries, are असङ्गवन्त् (asaṅgavant) and असङ्गवत् (asaṅgavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:60668:at_only	dcs-nominal-class-split-adj
ZOD-1169	classify-verdict	In the dictionaries, are अस्मरन्त् (asmarant) and अस्मरत् (asmarat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:61392:at_only	dcs-nominal-class-split-adj
ZOD-1170	classify-verdict	In the dictionaries, are अस्रवन्त् (asravant) and अस्रवत् (asravat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:61421:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1171	classify-verdict	In the dictionaries, are आकाशवन्त् (ākāśavant) and आकाशवत् (ākāśavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:61782:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1172	classify-verdict	In the dictionaries, are आलापवन्त् (ālāpavant) and आलापवत् (ālāpavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:62247:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1173	classify-verdict	In the dictionaries, are आलम्बनवन्त् (ālambanavant) and आलम्बनवत् (ālambanavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:62271:at_only	dcs-nominal-class-split-adj
ZOD-1174	classify-verdict	In the dictionaries, are आलोहवन्त् (ālohavant) and आलोहवत् (ālohavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:62373:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1175	classify-verdict	In the dictionaries, are आवृत्वन्त् (āvṛtvant) and आवृत्वत् (āvṛtvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:62532:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1176	classify-verdict	In the dictionaries, are आश्रयवन्त् (āśrayavant) and आश्रयवत् (āśrayavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:62758:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1177	classify-verdict	In the dictionaries, are आसञ्जनवन्त् (āsañjanavant) and आसञ्जनवत् (āsañjanavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:62916:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1178	classify-verdict	In the dictionaries, are इन्द्रस्वन्त् (indrasvant) and इन्द्रस्वत् (indrasvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:63620:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1179	classify-verdict	In the dictionaries, are इध्मवन्त् (idhmavant) and इध्मवत् (idhmavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:63707:at_only	dcs-nominal-class-split-adj
ZOD-1180	classify-verdict	In the dictionaries, are इष्टावन्त् (iṣṭāvant) and इष्टावत् (iṣṭāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:63901:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1181	classify-verdict	In the dictionaries, are इषवन्त् (iṣavant) and इषवत् (iṣavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:63910:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1182	classify-verdict	In the dictionaries, are याज्यवन्त् (yājyavant) and याज्यवत् (yājyavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:64404:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1183	classify-verdict	In the dictionaries, are युवावन्त् (yuvāvant) and युवावत् (yuvāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:64886:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1184	classify-verdict	In the dictionaries, are युष्मावन्त् (yuṣmāvant) and युष्मावत् (yuṣmāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:64934:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1185	classify-verdict	In the dictionaries, are रयीयन्त् (rayīyant) and रयीयत् (rayīyat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:66843:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1186	classify-verdict	In the dictionaries, are लोमवन्त् (lomavant) and लोमवत् (lomavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:67156:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1187	classify-verdict	In the dictionaries, are लोष्टवन्त् (loṣṭavant) and लोष्टवत् (loṣṭavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:67231:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1188	classify-verdict	In the dictionaries, are लौल्यवन्त् (laulyavant) and लौल्यवत् (laulyavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:67474:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1189	classify-verdict	In the dictionaries, are वचनावन्त् (vacanāvant) and वचनावत् (vacanāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:67880:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1190	classify-verdict	In the dictionaries, are वयावन्त् (vayāvant) and वयावत् (vayāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:68988:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1191	classify-verdict	In the dictionaries, are वयुनवन्त् (vayunavant) and वयुनवत् (vayunavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:68995:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1192	classify-verdict	In the dictionaries, are राजन्यवन्त् (rājanyavant) and राजन्यवत् (rājanyavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:70479:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1193	classify-verdict	In the dictionaries, are रुक्मवन्त् (rukmavant) and रुक्मवत् (rukmavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:71434:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1194	classify-verdict	In the dictionaries, are मेधावन्त् (medhāvant) and मेधावत् (medhāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:72091:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1195	classify-verdict	In the dictionaries, are यमवन्त् (yamavant) and यमवत् (yamavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:73888:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1196	classify-verdict	In the dictionaries, are यवगोधूमवन्त् (yavagodhūmavant) and यवगोधूमवत् (yavagodhūmavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:74025:at_only	dcs-nominal-class-split-adj
ZOD-1197	classify-verdict	In the dictionaries, are यविष्ठवन्त् (yaviṣṭhavant) and यविष्ठवत् (yaviṣṭhavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:74144:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1198	classify-verdict	In the dictionaries, are यशोवन्त् (yaśovant) and यशोवत् (yaśovat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:74218:at_only	dcs-nominal-class-split-adj
ZOD-1199	classify-verdict	In the dictionaries, are वर्मवन्त् (varmavant) and वर्मवत् (varmavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:74738:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1200	classify-verdict	In the dictionaries, are वर्मण्वन्त् (varmaṇvant) and वर्मण्वत् (varmaṇvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:74744:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1201	classify-verdict	In the dictionaries, are वल्लिमन्त् (vallimant) and वल्लिमत् (vallimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:75093:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1202	classify-verdict	In the dictionaries, are वसनवन्त् (vasanavant) and वसनवत् (vasanavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:75478:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1203	classify-verdict	In the dictionaries, are वातवन्त् (vātavant) and वातवत् (vātavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:75855:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1204	classify-verdict	In the dictionaries, are वाग्वन्त् (vāgvant) and वाग्वत् (vāgvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:76198:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1205	classify-verdict	In the dictionaries, are वाणवन्त् (vāṇavant) and वाणवत् (vāṇavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:76509:at_only	dcs-nominal-class-split-adj
ZOD-1206	classify-verdict	In the dictionaries, are महाहेमवन्त् (mahāhemavant) and महाहेमवत् (mahāhemavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:77906:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1207	classify-verdict	In the dictionaries, are रेक्णस्वन्त् (rekṇasvant) and रेक्णस्वत् (rekṇasvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:79639:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1208	classify-verdict	In the dictionaries, are रोमण्वन्त् (romaṇvant) and रोमण्वत् (romaṇvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:80037:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1209	classify-verdict	In the dictionaries, are रोहितवन्त् (rohitavant) and रोहितवत् (rohitavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:80130:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1210	classify-verdict	In the dictionaries, are लाभवन्त् (lābhavant) and लाभवत् (lābhavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:80915:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1211	classify-verdict	In the dictionaries, are लालवन्त् (lālavant) and लालवत् (lālavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:81056:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1212	classify-verdict	In the dictionaries, are लावण्यवन्त् (lāvaṇyavant) and लावण्यवत् (lāvaṇyavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:81434:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-1213	classify-verdict	In the dictionaries, are लीलावन्त् (līlāvant) and लीलावत् (līlāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:81769:one_lexeme_two_spellings	dcs-nominal-class-split-adj
