adhyaya	verse	gold_form	gold_lemma	gold_pos	dcs_form	dcs_lemma	dcs_upos	class	lemma_match	pos_match	convention	n_gold	n_dcs
10	10.14	viduḥ	√vid	verb	viduḥ	vid	verb	MATCH	yes	yes		1	1
10	10.14	devāḥ	deva	nominal	devāḥ	deva	nominal	MATCH	yes	yes		1	1
10	10.14	na	na	indecl	na	na	indecl	MATCH	yes	yes		1	1
10	10.14	dānavāḥ	dānava	nominal	dānavāḥ	dānava	nominal	MATCH	yes	yes		1	1
10	10.15	svayam	svayam	indecl	svayam	svayam	indecl	MATCH	yes	yes		1	1
10	10.15	eva	eva	indecl	eva	eva	indecl	MATCH	yes	yes		1	1
10	10.15	ātmanā	ātman	nominal	ātmanā	ātman	nominal	MATCH	yes	yes		1	1
10	10.15	ātmānam	ātman	nominal	ātmānam	ātman	nominal	MATCH	yes	yes		1	1
10	10.15	vettha	√vid	verb	vettha	vid	verb	MATCH	yes	yes		1	1
10	10.15	tvam	yuṣmat	nominal	tvaṃ	tvad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.15	puruṣottama	puruṣa-uttama	nominal	puruṣottama	puruṣottama	nominal	LEMMA_CONVENTION	no	yes	vowel-sandhi/contraction	1	1
10	10.15	bhūta-bhāvana	bhūta-bhāvana	nominal	bhūtabhāvana	bhūtabhāvana	nominal	MATCH	yes	yes		1	1
10	10.15	bhūteśa	bhūta-iśa	nominal	bhūteśa	bhūteśa	nominal	LEMMA_CONVENTION	no	yes	vowel-sandhi/contraction	1	1
10	10.15	deva-deva	deva-deva	nominal	devadeva	devadeva	nominal	MATCH	yes	yes		1	1
10	10.15	jagat-pate	jagat-pati	nominal	jagatpate	jagatpati	nominal	MATCH	yes	yes		1	1
10	10.16	vaktum	√vac	unknown	vaktum	vac	verb	POS_DIVERGE	yes	no		1	1
10	10.16	arhasi	√arh	verb	arhasi	arh	verb	MATCH	yes	yes		1	1
10	10.16	aśeṣeṇa	aśeṣeṇa	indecl	aśeṣeṇa	aśeṣeṇa	indecl	MATCH	yes	yes		1	1
10	10.16	divyāḥ	divya	nominal	divyā	divya	indecl	POS_DIVERGE	yes	no		1	1
10	10.16	hi	hi	indecl	hi	hi	indecl	MATCH	yes	yes		1	1
10	10.16	ātma-vibhūtayaḥ	ātma-vibhūti	nominal	ātma|vibhūtayaḥ	ātman|vibhūti	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
10	10.16	yābhiḥ	yat	nominal	yābhiḥ	yad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.16	vibhūtibhiḥ	vibhūti	nominal	vibhūtibhiḥ	vibhūti	nominal	MATCH	yes	yes		1	1
10	10.16	lokān	loka	nominal	lokān	loka	nominal	MATCH	yes	yes		1	1
10	10.16	imān	idam	nominal	imān	idam	nominal	MATCH	yes	yes		1	1
10	10.16	tvam	yuṣmat	nominal	tvam	tvad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.16	vyāpya	vi-√āp	unknown	vyāpya	vyāp	verb	LEMMA+POS_DIVERGE	no	no		1	1
10	10.16	tiṣṭhasi	√sthā	verb	tiṣṭhasi	sthā	verb	MATCH	yes	yes		1	1
10	10.17	katham	katham	indecl	kathaṃ	katham	indecl	MATCH	yes	yes		1	1
10	10.17	vidyām	√vid	verb	vidyām	vid	verb	MATCH	yes	yes		1	1
10	10.17	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.17	yogin	yogin	nominal	yogin	yogin	nominal	MATCH	yes	yes		1	1
10	10.17	tvām	yuṣmat	nominal	tvām	tvad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.17	sadā	sadā	indecl	sadā	sadā	indecl	MATCH	yes	yes		1	1
10	10.17	paricintayan	pari-cintayant	nominal	paricintayan	paricintay	verb	LEMMA+POS_DIVERGE	no	no		1	1
10	10.17	keṣu keṣu	kim	nominal	keṣu|keṣu	ka|ka	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
10	10.17	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.17	bhāveṣu	bhāva	nominal	bhāveṣu	bhāva	nominal	MATCH	yes	yes		1	1
10	10.17	cintyaḥ	cintya	nominal	cintyo	cintay	verb	LEMMA_CONVENTION+POS_DIVERGE	no	no	vowel-sandhi/contraction	1	1
10	10.17	asi	√as	verb	'si	as	verb	MATCH	yes	yes		1	1
10	10.17	bhagavan	bhagavant	nominal	bhagavat	bhagavant	nominal	MATCH	yes	yes		1	1
10	10.17	mayā	asmat	nominal	mayā	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.18	vistareṇa	vistareṇa	indecl	vistareṇa	vistara	nominal	LEMMA+POS_DIVERGE	no	no		1	1
10	10.18	ātmanaḥ	ātman	nominal	ātmanaḥ	ātman	nominal	MATCH	yes	yes		1	1
10	10.18	yogam	yoga	nominal	yogaṃ	yoga	nominal	MATCH	yes	yes		1	1
10	10.18	vibhūtim	vibhūti	nominal	vibhūtiṃ	vibhūti	nominal	MATCH	yes	yes		1	1
10	10.18	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.18	janārdana	jana-ardana	nominal	janārdana	janārdana	nominal	LEMMA_CONVENTION	no	yes	vowel-sandhi/contraction	1	1
10	10.18	bhūyaḥ	bhūyaḥ	indecl	bhūyaḥ	bhūyas	indecl	LEMMA_CONVENTION	no	yes	adverb--tas/-taḥ	1	1
10	10.18	kathaya	√kath	verb	kathaya	kathay	verb	LEMMA_DIVERGE	no	yes		1	1
10	10.18	tṛptiḥ	tṛpti	nominal	tṛptiḥ	tṛpti	nominal	MATCH	yes	yes		1	1
10	10.18	hi	hi	indecl	hi	hi	indecl	MATCH	yes	yes		1	1
10	10.18	śṛṇvataḥ	śṛṇvant	nominal	śṛṇvato	śru	verb	LEMMA+POS_DIVERGE	no	no		1	1
10	10.18	na	na	indecl	na	na	indecl	MATCH	yes	yes		1	1
10	10.18	asti	√as	verb	asti	as	verb	MATCH	yes	yes		1	1
10	10.18	me	asmat	nominal	me	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.18	amṛtam	a-mṛta	nominal	'mṛtam	amṛta	nominal	MATCH	yes	yes		1	1
10	10.19	śrī-bhagavān	śrī-bhagavant	nominal	śrī|bhagavān	śrī|bhagavant	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
10	10.19	uvāca	√vac	verb	uvāca	vac	verb	MATCH	yes	yes		1	1
10	10.19	hanta	hanta	indecl	hanta	hanta	indecl	MATCH	yes	yes		1	1
10	10.19	te	yuṣmat	nominal	te	tvad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.19	kathayiṣyāmi	√kath	verb	kathayiṣyāmi	kathay	verb	LEMMA_DIVERGE	no	yes		1	1
10	10.19	divyāḥ	divya	nominal	divyā	divya	indecl	POS_DIVERGE	yes	no		1	1
10	10.19	hi	hi	indecl	hi	hi	indecl	MATCH	yes	yes		1	1
10	10.19	ātma-vibhūtayaḥ	ātma-vibhūti	nominal	ātma|vibhūtayaḥ	ātman|vibhūti	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
10	10.19	prādhānyataḥ	prādhānyataḥ	indecl	prādhānyataḥ	prādhānya	nominal	LEMMA+POS_DIVERGE	no	no		1	1
10	10.19	kuru-śreṣṭha	kuru-śreṣṭha	nominal	kuruśreṣṭha	kuruśreṣṭha	nominal	MATCH	yes	yes		1	1
10	10.19	na	na	indecl	na	na	indecl	MATCH	yes	yes		1	1
10	10.19	asti	√as	verb	asti	as	verb	MATCH	yes	yes		1	1
10	10.19	antaḥ	anta	nominal	antaḥ	anta	nominal	MATCH	yes	yes		1	1
10	10.19	vistarasya	vistara	nominal	vistarasya	vistara	nominal	MATCH	yes	yes		1	1
10	10.19	me	asmat	nominal	me	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.20	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.20	ātmā	ātman	nominal	ātmā	ātman	nominal	MATCH	yes	yes		1	1
10	10.20	guḍākeśa	guḍākeśa	nominal	guḍākeśa	guḍākeśa	nominal	MATCH	yes	yes		1	1
10	10.20	sarva-bhūtāśaya-sthitaḥ	sarva-bhūta-āśaya-sthitaḥ	nominal	sarva|bhūta|āśaya|sthitaḥ	sarva|bhūta|āśaya|sthā	nominal|nominal|nominal|verb	COMPOUND_SPLIT	n/a	n/a		1	4
10	10.20	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.20	ādiḥ	ādi	nominal	ādiḥ	ādi	nominal	MATCH	yes	yes		1	1
10	10.20	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.20	madhyam	madhya	nominal	madhyaṃ	madhya	nominal	MATCH	yes	yes		1	1
10	10.20	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.20	bhūtānām	bhūta	nominal	bhūtānām	bhūta	nominal	MATCH	yes	yes		1	1
10	10.20	antaḥ	anta	nominal	antaḥ	anta	nominal	MATCH	yes	yes		1	1
10	10.20	eva	eva	indecl	eva	eva	indecl	MATCH	yes	yes		1	1
10	10.20	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.21	ādityānām	āditya	nominal	ādityānām	āditya	nominal	MATCH	yes	yes		1	1
10	10.21	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.21	viṣṇuḥ	viṣṇu	nominal	viṣṇur	viṣṇu	nominal	MATCH	yes	yes		1	1
10	10.21	jyotiṣām	jyotiḥ	nominal	jyotiṣāṃ	jyotis	nominal	LEMMA_CONVENTION	no	yes	adverb--tas/-taḥ	1	1
10	10.21	raviḥ	ravi	nominal	raviḥ	ravi	nominal	MATCH	yes	yes		1	1
10	10.21	aṁśumān	aṁśu-mant	nominal	aṃśumān	aṃśumant	nominal	MATCH	yes	yes		1	1
10	10.21	marīciḥ	marīci	nominal	marīciḥ	marīci	nominal	MATCH	yes	yes		1	1
10	10.21	marutām	mārut	nominal	marutām	marut	nominal	LEMMA_CONVENTION	no	yes	vowel-sandhi/contraction	1	1
10	10.21	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.21	nakṣatrāṇām	nakṣatra	nominal	nakṣatrāṇām	nakṣatra	nominal	MATCH	yes	yes		1	1
10	10.21	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.21	śaśī	śaśin	nominal	śaśī	śaśin	nominal	MATCH	yes	yes		1	1
10	10.22	vedānām	veda	nominal	vedānāṃ	veda	nominal	MATCH	yes	yes		1	1
10	10.22	sāma-vedaḥ	sāma-veda	nominal	sāmavedo	sāmaveda	nominal	MATCH	yes	yes		1	1
10	10.22	asmi	√as	verb	'smi	as	verb	MATCH	yes	yes		1	1
10	10.22	devānām	deva	nominal	devānām	deva	nominal	MATCH	yes	yes		1	1
10	10.22	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.22	vāsavaḥ	vāsava	nominal	vāsavaḥ	vāsava	nominal	MATCH	yes	yes		1	1
10	10.22	indriyāṇām	indriya	nominal	indriyāṇāṃ	indriya	nominal	MATCH	yes	yes		1	1
10	10.22	manaḥ	manas	nominal	manaḥ	manas	nominal	MATCH	yes	yes		1	1
10	10.22	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.22	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.22	bhūtānām	bhūta	nominal	bhūtānām	bhūta	nominal	MATCH	yes	yes		1	1
10	10.22	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.22	cetanā	cetanā	nominal	cetanā	cetanā	nominal	MATCH	yes	yes		1	1
10	10.23	rudrāṇām	rudra	nominal	rudrāṇāṃ	rudra	nominal	MATCH	yes	yes		1	1
10	10.23	śaṁkaraḥ	śaṁ-kara	nominal	śaṃkaraḥ	śaṃkara	nominal	MATCH	yes	yes		1	1
10	10.23	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.23	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.23	vitteśaḥ	vitta-īśa	nominal	vitteśo	vitteśa	nominal	LEMMA_CONVENTION	no	yes	vowel-sandhi/contraction	1	1
10	10.23	yakṣa-rakṣasām	yakṣa-rakṣas	nominal	yakṣa|rakṣasām	yakṣa|rakṣas	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
10	10.23	vasūnām	vasu	nominal	vasūnāṃ	vasu	nominal	MATCH	yes	yes		1	1
10	10.23	pāvakaḥ	pāvaka	nominal	pāvakaḥ	pāvaka	nominal	MATCH	yes	yes		1	1
10	10.23	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.23	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.23	meruḥ	meru	nominal	meruḥ	meru	nominal	MATCH	yes	yes		1	1
10	10.23	śikhariṇām	śikharin	nominal	śikhariṇām	śikharin	nominal	MATCH	yes	yes		1	1
10	10.23	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.24	purodhasām	purodhas	nominal	purodhasāṃ	purodhas	nominal	MATCH	yes	yes		1	1
10	10.24	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.24	mukhyam	mukhya	nominal	mukhyaṃ|māṃ	mukhya|mad	indecl|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
10	10.24	mām	asmat	nominal				DCS_ONLY				1	0
10	10.24	viddhi	√vid	verb	viddhi	vid	verb	MATCH	yes	yes		1	1
10	10.24	pārtha	pārtha	nominal	pārtha	pārtha	nominal	MATCH	yes	yes		1	1
10	10.24	bṛhaspatim	bṛhas-pati	nominal	bṛhaspatim	bṛhaspati	nominal	MATCH	yes	yes		1	1
10	10.24	senānīnām	senānin	nominal	senā|nīnām	senā|nī	nominal|indecl	COMPOUND_SPLIT	n/a	n/a		1	2
10	10.24	aham	asmat	nominal	ahaṃ	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.24	skandaḥ	skanda	nominal	skandaḥ	skanda	nominal	MATCH	yes	yes		1	1
10	10.24	sarasām	saras	nominal	sarasām	saras	nominal	MATCH	yes	yes		1	1
10	10.24	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.24	sāgaraḥ	sāgara	nominal	sāgaraḥ	sāgara	nominal	MATCH	yes	yes		1	1
10	10.25	maha-rṣīṇām	maha-rṣi	nominal	mahā	mahat	indecl	LEMMA+POS_DIVERGE	no	no		1	1
10					ṛṣīṇām	ṛṣi	nominal	GOLD_ONLY				0	1
10	10.25	bhṛguḥ	bhṛgu	nominal	bhṛguḥ	bhṛgu	nominal	MATCH	yes	yes		1	1
10	10.25	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.25	girām	gir	nominal	girām	gir	nominal	MATCH	yes	yes		1	1
10	10.25	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.25	ekam	eka	nominal	ekam	eka	indecl	POS_DIVERGE	yes	no		1	1
10	10.25	akṣaram	a-kṣara	nominal	akṣaram	akṣara	nominal	MATCH	yes	yes		1	1
10	10.25	yajñānām	yajña	nominal	yajñānāṃ	yajña	nominal	MATCH	yes	yes		1	1
10	10.25	japa-yajñaḥ	japa-yajña	nominal	japa|yajñaḥ	japa|yajña	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
10	10.25	asmi	√as	verb	'smi	as	verb	MATCH	yes	yes		1	1
10	10.25	sthāvarāṇām	sthāvara	nominal	sthāvarāṇāṃ	sthāvara	nominal	MATCH	yes	yes		1	1
10	10.25	himālayaḥ	hima-ālaya	nominal	himālayaḥ	himālaya	nominal	LEMMA_CONVENTION	no	yes	vowel-sandhi/contraction	1	1
10	10.26	aśvatthaḥ	aśvattha	nominal	aśvatthaḥ	aśvattha	nominal	MATCH	yes	yes		1	1
10	10.26	sarva-vṛkṣāṇām	sarva-vṛkṣa	nominal	sarva|vṛkṣāṇām	sarva|vṛkṣa	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
10	10.26	deva-rṣīṇām	deva-rṣi	nominal	deva	deva	nominal	LEMMA_DIVERGE	no	yes		1	1
10					ṛṣīṇām	ṛṣi	nominal	GOLD_ONLY				0	1
10	10.26	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.26	nāradaḥ	nāra-da	nominal	nāradaḥ	nārada	nominal	MATCH	yes	yes		1	1
10	10.26	gandharvāṇām	gandharva	nominal	gandharvāṇāṃ	gandharva	nominal	MATCH	yes	yes		1	1
10	10.26	citrarathaḥ	citra-ratha	nominal	citrarathaḥ	citraratha	nominal	MATCH	yes	yes		1	1
10	10.26	siddhānām	siddha	nominal	siddhānāṃ	siddha	nominal	MATCH	yes	yes		1	1
10	10.26	kapilaḥ	kapila	nominal	kapilo	kapila	nominal	MATCH	yes	yes		1	1
10	10.26	muniḥ	muni	nominal	muniḥ	muni	nominal	MATCH	yes	yes		1	1
10	10.27	uccaiḥśravasam	uccaiḥ-śravas	nominal	uccaiḥśravasam	uccaiḥśravas	nominal	MATCH	yes	yes		1	1
10	10.27	aśvānām	aśva	nominal	aśvānām	aśva	nominal	MATCH	yes	yes		1	1
10	10.27	viddhi	√vid	verb	viddhi	vid	verb	MATCH	yes	yes		1	1
10	10.27	mām	asmat	nominal	mām	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.27	amṛtodbhavam	amṛta-udbhava	nominal	amṛta|udbhavam	amṛta|udbhava	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
10	10.27	airāvatam	airāvat	nominal	airāvataṃ	airāvata	nominal	LEMMA_CONVENTION	no	yes	vowel-sandhi/contraction	1	1
10	10.27	gajendrāṇām	gaja-indra	nominal	gaja|indrāṇām	gaja|indra	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
10	10.27	narāṇām	nara	nominal	narāṇāṃ	nara	nominal	MATCH	yes	yes		1	1
10	10.27	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.27	narādhipam	nara-adhi-pa	nominal	narādhipam	narādhipa	nominal	LEMMA_CONVENTION	no	yes	vowel-sandhi/contraction	1	1
10	10.28	āyudhānām	ā-yudha	nominal	āyudhānām	āyudha	nominal	MATCH	yes	yes		1	1
10	10.28	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.28	vajram	vajra	nominal	vajraṃ	vajra	nominal	MATCH	yes	yes		1	1
10	10.28	dhenūnām	dhenu	nominal	dhenūnām	dhenu	nominal	MATCH	yes	yes		1	1
10	10.28	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.28	kāma-dhuk	kāma-duḥ	nominal	kāmadhuk	kāmaduh	nominal	LEMMA_DIVERGE	no	yes		1	1
10	10.28	prajanaḥ	prajana	nominal	prajanaḥ	prajana	nominal	MATCH	yes	yes		1	1
10	10.28	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.28	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.28	kandarpaḥ	kandarpa	nominal	kandarpaḥ	kandarpa	nominal	MATCH	yes	yes		1	1
10	10.28	sarpāṇām	sarpa	nominal	sarpāṇām	sarpa	nominal	MATCH	yes	yes		1	1
10	10.28	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.28	vāsukiḥ	vāsuki	nominal	vāsukiḥ	vāsuki	nominal	MATCH	yes	yes		1	1
10	10.29	anantaḥ	an-anta	nominal	anantaḥ	ananta	nominal	MATCH	yes	yes		1	1
10	10.29	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.29	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.29	nāgānām	nāga	nominal	nāgānāṃ	nāga	nominal	MATCH	yes	yes		1	1
10	10.29	varuṇaḥ	varuṇa	nominal	varuṇo	varuṇa	nominal	MATCH	yes	yes		1	1
10	10.29	yādasām	yādas	nominal	yādasām	yādas	nominal	MATCH	yes	yes		1	1
10	10.29	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.29	pitṝṇām	pitṛ	nominal	pitṝṇām	pitṛ	nominal	MATCH	yes	yes		1	1
10	10.29	aryamā	arya-man	nominal	aryamā	aryaman	nominal	MATCH	yes	yes		1	1
10	10.29	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.29	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.29	yamaḥ	yama	nominal	yamaḥ	yama	nominal	MATCH	yes	yes		1	1
10	10.29	saṁyamatām	saṁyamant	nominal	saṃyamatām	saṃyam	verb	LEMMA+POS_DIVERGE	no	no		1	1
10	10.29	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.30	prahlādaḥ	prahlāda	nominal	prahlādaḥ	prahlāda	nominal	MATCH	yes	yes		1	1
10	10.30	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.30	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.30	daityānām	daitya	nominal	daityānāṃ	daitya	nominal	MATCH	yes	yes		1	1
10	10.30	kālaḥ	kāla	nominal	kālaḥ	kāla	nominal	MATCH	yes	yes		1	1
10	10.30	kalayatām	kalayant	nominal	kalayatām	kalay	verb	LEMMA+POS_DIVERGE	no	no		1	1
10	10.30	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.30	mṛgāṇām	mṛga	nominal	mṛgāṇāṃ	mṛga	nominal	MATCH	yes	yes		1	1
10	10.30	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.30	mṛgendraḥ	mṛga-indra	nominal	mṛgendro	mṛgendra	nominal	LEMMA_CONVENTION	no	yes	vowel-sandhi/contraction	1	1
10	10.30	aham	asmat	nominal	'haṃ	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.30	vainateyaḥ	vainateya	nominal	vainateyaḥ	vainateya	nominal	MATCH	yes	yes		1	1
10	10.30	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.30	pakṣiṇām	pakṣin	nominal	pakṣiṇām	pakṣin	nominal	MATCH	yes	yes		1	1
10	10.31	pavanaḥ	pavan	nominal	pavanaḥ	pavana	nominal	LEMMA_CONVENTION	no	yes	vowel-sandhi/contraction	1	1
10	10.31	pavatām	pavant	nominal	pavatām	pū	verb	LEMMA+POS_DIVERGE	no	no		1	1
10	10.31	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.31	rāmaḥ	rāma	nominal	rāmaḥ	rāma	nominal	MATCH	yes	yes		1	1
10	10.31	śastra-bhṛtām	śastra-bhṛt	nominal	śastrabhṛtām	śastrabhṛt	nominal	MATCH	yes	yes		1	1
10	10.31	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.31	jhaṣāṇām	jhaṣa	nominal	jhaṣāṇāṃ	jhaṣa	nominal	MATCH	yes	yes		1	1
10	10.31	makaraḥ	makara	nominal	makaraḥ	makara	nominal	MATCH	yes	yes		1	1
10	10.31	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.31	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.31	srotasām	srotas	nominal	srotasām	srotas	nominal	MATCH	yes	yes		1	1
10	10.31	asmi	√as	verb	asmi	as	verb	MATCH	yes	yes		1	1
10	10.31	jāhnavī	jāhnavī	nominal	jāhnavī	jāhnavī	nominal	MATCH	yes	yes		1	1
10	10.32	sargāṇām	sarga	nominal	sargāṇām	sarga	nominal	MATCH	yes	yes		1	1
10	10.32	ādiḥ	ādi	nominal	ādiḥ	ādi	nominal	MATCH	yes	yes		1	1
10	10.32	antaḥ	anta	nominal	antaḥ	anta	nominal	MATCH	yes	yes		1	1
10	10.32	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.32	madhyam	madhya	nominal	madhyaṃ	madhya	nominal	MATCH	yes	yes		1	1
10	10.32	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.32	eva	eva	indecl	eva	eva	indecl	MATCH	yes	yes		1	1
10	10.32	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.32	arjuna	arjuna	nominal	arjuna	arjuna	nominal	MATCH	yes	yes		1	1
10	10.32	adhy-ātma-vidyā	adhi-ātma-vidyā	nominal	adhyātma|vidyā	adhyātma|vidyā	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
10	10.32	vidyānām	vidya	nominal	vidyānāṃ	vidyā	nominal	LEMMA_CONVENTION	no	yes	vowel-sandhi/contraction	1	1
10	10.32	vādaḥ	vāda	nominal	vādaḥ	vāda	nominal	MATCH	yes	yes		1	1
10	10.32	pravadatām	pravadant	nominal	pravadatām	pravad	verb	LEMMA+POS_DIVERGE	no	no		1	1
10	10.32	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.33	akṣarāṇām	a-kṣara	nominal	akṣarāṇām	akṣara	nominal	MATCH	yes	yes		1	1
10	10.33	akāraḥ	a-kāra	nominal	akāraḥ	akāra	nominal	MATCH	yes	yes		1	1
10	10.33	asmi	√as	verb	'smi	as	verb	MATCH	yes	yes		1	1
10	10.33	dvaṁdvaḥ	dvaṁdva	nominal	dvaṃdvaḥ	dvaṃdva	nominal	MATCH	yes	yes		1	1
10	10.33	sāmāsikasya	sāmāsika	nominal	sāmāsikasya	sāmāsika	nominal	MATCH	yes	yes		1	1
10	10.33	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.33	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.33	eva	eva	indecl	eva	eva	indecl	MATCH	yes	yes		1	1
10	10.33	akṣayaḥ	a-kṣaya	nominal	akṣayaḥ	akṣaya	indecl	POS_DIVERGE	yes	no		1	1
10	10.33	kālaḥ	kāla	nominal	kālo	kāla	nominal	MATCH	yes	yes		1	1
10	10.33	dhātā	dhātṛ	nominal	dhātā	dhātṛ	nominal	MATCH	yes	yes		1	1
10	10.33	ahaṁ	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
10	10.33	viśvato-mukhaḥ	viśvato-mukha	nominal	viśvatomukhaḥ	viśvatomukha	indecl	POS_DIVERGE	yes	no		1	1
10	10.34	mṛtyuḥ	mṛtyu	nominal	mṛtyuḥ	mṛtyu	nominal	MATCH	yes	yes		1	1
10	10.34	sarva-haraḥ	sarva-hara	nominal	sarva|haraḥ	sarva|hara	nominal|indecl	COMPOUND_SPLIT	n/a	n/a		1	2
10	10.34	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
10	10.34	aham	asmat	nominal	aham	mad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
