slp1	hom	sense_id	lemma	locus	cite	conf	method	rights	source	gloss	reason
yA	1	?	yā	lemma:219511		0.0	unassigned	public	DCS	going to	no locus/overlap candidate — residue for LLM/human pass
vah	1	?	vah	lemma:157404		0.0	unassigned	public	DCS	to carry; to transport; to convey; to support i.e. rule the earth; to be with ch	no locus/overlap candidate — residue for LLM/human pass
vah	1	?	vah	lemma:213480		0.0	unassigned	public	DCS	[gramm.] the root vah	no locus/overlap candidate — residue for LLM/human pass
vah	1	?	vah	lemma:219459		0.0	unassigned	public	DCS	driving	no locus/overlap candidate — residue for LLM/human pass
man		?	man	lemma:157294		0.0	unassigned	public	DCS	to think; to believe; to imagine; to suppose; to conjecture; to regard or consid	no locus/overlap candidate — residue for LLM/human pass
man		?	maṃ	lemma:169801		0.0	unassigned	public	DCS	a kind of bīja	no locus/overlap candidate — residue for LLM/human pass
man		?	man	lemma:213821		0.0	unassigned	public	DCS	[gramm.] als Auslaut von Nominalst￤mmen; [gramm.] uṇādi man	no locus/overlap candidate — residue for LLM/human pass
banD		?	bandh	lemma:157929		0.0	unassigned	public	DCS	to bind; to tie; to fix; to chain; to fetter; to bind round; to put on; to catch	no locus/overlap candidate — residue for LLM/human pass
banD		?	bandh	lemma:215637		0.0	unassigned	public	DCS	[gramm.] root bandh	no locus/overlap candidate — residue for LLM/human pass
api		?	api	lemma:21365		0.0	unassigned	public	DCS	also; moreover; besides; assuredly; surely	no locus/overlap candidate — residue for LLM/human pass
api		?	api	lemma:200590		0.0	unassigned	public	DCS	the word api; [gramm.] verbal prefix api-	no locus/overlap candidate — residue for LLM/human pass
hA	2	2	hā	Vaikhānasadharmasūtra, VaikhDhS, 2, 10, 7	dcs:100167	0.5	overlap	public	DCS	to leave; to abandon; to desert; to quit; to forsake; to relinquish; to be left 	confidence<tau
hA	2	2	hā	Vaikhānasadharmasūtra, VaikhDhS, 3, 2, 4	dcs:100243	0.5	overlap	public	DCS	to leave; to abandon; to desert; to quit; to forsake; to relinquish; to be left 	confidence<tau
hA	2	2	hā	Vaikhānasadharmasūtra, VaikhDhS, 3, 11, 8	dcs:100344	0.5	overlap	public	DCS	to leave; to abandon; to desert; to quit; to forsake; to relinquish; to be left 	confidence<tau
hA	2	?	hā	lemma:172432		0.0	unassigned	public	DCS	a kind of bīja; a kind of exclamation (au wacker)	no locus/overlap candidate — residue for LLM/human pass
hA	2	?	hā	lemma:215382		0.0	unassigned	public	DCS	[gramm.] root hā	no locus/overlap candidate — residue for LLM/human pass
rUpa		1a	rūpa	Vaikhānasadharmasūtra, VaikhDhS, 1, 11, 7	dcs:100073	0.5	overlap	public	DCS	any outward appearance or phenomenon or colour (often pl.); form; shape; phantom	confidence<tau
rUpa		1a	rūpa	Vaikhānasadharmasūtra, VaikhDhS, 3, 9, 4	dcs:100327	0.5	overlap	public	DCS	any outward appearance or phenomenon or colour (often pl.); form; shape; phantom	confidence<tau
rUpa		1a	rūpa	Rasādhyāya, RAdhy, 1, 15	dcs:100436	0.5	overlap	public	DCS	any outward appearance or phenomenon or colour (often pl.); form; shape; phantom	confidence<tau
rUpa		?	rūpa	lemma:71931		0.0	unassigned	public	DCS	name of a place	no locus/overlap candidate — residue for LLM/human pass
fta		?	ṛta	lemma:38664		0.0	unassigned	public	DCS	met with; afflicted by; proper; right; fit; able; honest; worshipped	no locus/overlap candidate — residue for LLM/human pass
fta		?	ṛta	lemma:175580		0.0	unassigned	public	DCS	name of a Manu; name of a son of Ambarīṣa; name of a son of Vijaya	no locus/overlap candidate — residue for LLM/human pass
varRa		6	varṇa	Vaikhānasadharmasūtra, VaikhDhS, 1, 9, 7	dcs:100050	0.5	overlap	public	DCS	a covering; cloak; mantle; a cover; lid; outward appearance; exterior; form; fig	confidence<tau
varRa		6	varṇa	Rasādhyāya, RAdhy, 1, 16	dcs:100437	0.5	overlap	public	DCS	a covering; cloak; mantle; a cover; lid; outward appearance; exterior; form; fig	confidence<tau
varRa		6	varṇa	Rasādhyāya, RAdhy, 1, 47	dcs:100500	0.5	overlap	public	DCS	a covering; cloak; mantle; a cover; lid; outward appearance; exterior; form; fig	confidence<tau
suKa		?	sukha	lemma:106814		0.0	unassigned	public	DCS	running swiftly or easily (only applied to cars or chariots); easy; pleasant (ra	no locus/overlap candidate — residue for LLM/human pass
suKa		?	sukha	lemma:106815		0.0	unassigned	public	DCS	name of a man; a kind of military array	no locus/overlap candidate — residue for LLM/human pass
suKa		?	sukha	lemma:106817		0.0	unassigned	public	DCS	ease; easiness; comfort; prosperity; pleasure; joy; delight in; the sky; heaven;	no locus/overlap candidate — residue for LLM/human pass
dakziRa		1e	dakṣiṇa	Vaikhānasadharmasūtra, VaikhDhS, 2, 2, 1	dcs:100102	0.5	overlap	public	DCS	able; clever; dexterous; right (not left); south; southern (as being on the righ	confidence<tau
dakziRa		1e	dakṣiṇa	Vaikhānasadharmasūtra, VaikhDhS, 2, 7, 6	dcs:100141	0.5	overlap	public	DCS	able; clever; dexterous; right (not left); south; southern (as being on the righ	confidence<tau
dakziRa		1e	dakṣiṇa	Vaikhānasadharmasūtra, VaikhDhS, 2, 9, 2	dcs:100151	0.5	overlap	public	DCS	able; clever; dexterous; right (not left); south; southern (as being on the righ	confidence<tau
dakziRa		1b	dakṣiṇa	Skandapurāṇa, SkPur, 25, 10	dcs:107286	0.5	overlap	public	DCS	the right (hand or arm); the horse on the right side of the pole of a carriage; 	confidence<tau
dakziRa		1b	dakṣiṇa	Ṛgveda, ṚV, 10, 164, None	dcs:612593_2	0.5	overlap	public	DCS	the right (hand or arm); the horse on the right side of the pole of a carriage; 	confidence<tau
dakziRa		1b	dakṣiṇa	Bodhicaryāvatāra, BoCA, 5, 94	dcs:98712	0.5	overlap	public	DCS	the right (hand or arm); the horse on the right side of the pole of a carriage; 	confidence<tau
dakziRa		?	dakṣiṇa	lemma:100607		0.0	unassigned	public	DCS	the south; = dakṣiṇā; a mode of fighting	no locus/overlap candidate — residue for LLM/human pass
muKa		?	mukha	lemma:176937		0.0	unassigned	public	DCS	having a ... face	no locus/overlap candidate — residue for LLM/human pass
sma	1	?	sma	lemma:113917		0.0	unassigned	public	DCS	ever; always; indeed; certainly	no locus/overlap candidate — residue for LLM/human pass
sma	1	?	sma	lemma:215475		0.0	unassigned	public	DCS	[gramm.] the particle 'sma'	no locus/overlap candidate — residue for LLM/human pass
saMgraha		?	saṃgraha	lemma:9023		0.0	unassigned	public	DCS	holding together; seizing; grasping; taking; reception; obtainment; taking (in t	no locus/overlap candidate — residue for LLM/human pass
deva	1	?	deva	lemma:86558		0.0	unassigned	public	DCS	heavenly; divine	no locus/overlap candidate — residue for LLM/human pass
BArata		?	bhārata	lemma:49726		0.0	unassigned	public	DCS	the land of Bharatas i.e. India; the story of the Bharatas and their wars (somet	no locus/overlap candidate — residue for LLM/human pass
asura		?	asura	lemma:61053		0.0	unassigned	public	DCS	spiritual; incorporeal; divine	no locus/overlap candidate — residue for LLM/human pass
kAraRa	1	?	kāraṇa	lemma:14165		0.0	unassigned	public	DCS	killing; injury	no locus/overlap candidate — residue for LLM/human pass
CAya		?	chāya	lemma:52689		0.0	unassigned	public	DCS	ifc. (especially after a word to be taken in the gen.) shadow; reflection; colou	no locus/overlap candidate — residue for LLM/human pass
saMDya		?	saṃdhya	lemma:17783		0.0	unassigned	public	DCS	thinking about; reflecting	no locus/overlap candidate — residue for LLM/human pass
arka		?	arka	lemma:32875		0.0	unassigned	public	DCS	name of different Sāmans; food	no locus/overlap candidate — residue for LLM/human pass
vyaYjana		?	vyañjana	lemma:120948		0.0	unassigned	public	DCS	manifesting; indicating	no locus/overlap candidate — residue for LLM/human pass
Agama		?	āgama	lemma:62034		0.0	unassigned	public	DCS	coming near; approaching	no locus/overlap candidate — residue for LLM/human pass
viSAla		?	viśāla	lemma:139200		0.0	unassigned	public	DCS	spacious; broad; wide; great; important; powerful; abundant in; full of; eminent	no locus/overlap candidate — residue for LLM/human pass
viSAla		?	viśāla	lemma:139204		0.0	unassigned	public	DCS	name of a place of pilgrimage; name of two Sāmans; name of a metre	no locus/overlap candidate — residue for LLM/human pass
Kara		?	khara	lemma:128796		0.0	unassigned	public	DCS	hard; harsh; rough; sharp; pungent; acid; solid (opposed to drava); dense (cloud	no locus/overlap candidate — residue for LLM/human pass
Kara		?	khara	lemma:205273		0.0	unassigned	public	DCS	[min.] a kind of tīkṣṇa	no locus/overlap candidate — residue for LLM/human pass
vAma	1	?	vāma	lemma:76781		0.0	unassigned	public	DCS	relating to a mare; lovely; dear; agreeable; fair; splendid; striving after; int	no locus/overlap candidate — residue for LLM/human pass
vAma	1	?	vāma	lemma:76786		0.0	unassigned	public	DCS	a lovely thing; any dear or desirable good (as gold); fortune	no locus/overlap candidate — residue for LLM/human pass
vAma	1	?	vāma	lemma:76817		0.0	unassigned	public	DCS	left; not right; being or situated on the left side (the quivering of the left e	no locus/overlap candidate — residue for LLM/human pass
vAma	1	?	vāma	lemma:76818		0.0	unassigned	public	DCS	the left side	no locus/overlap candidate — residue for LLM/human pass
vAma	1	?	vāma	lemma:76819		0.0	unassigned	public	DCS	the left hand; a snake; an animal; sentient being	no locus/overlap candidate — residue for LLM/human pass
vAma	1	?	vāma	lemma:76820		0.0	unassigned	public	DCS	adversity; misfortune; the left-hand practices of the followers of the Tantras	no locus/overlap candidate — residue for LLM/human pass
jIva		?	jīva	lemma:89209		0.0	unassigned	public	DCS	living; alive; healthy; vivifying; germinant	no locus/overlap candidate — residue for LLM/human pass
jIva		?	jīva	lemma:89210		0.0	unassigned	public	DCS	anything living; life; existence; any living being	no locus/overlap candidate — residue for LLM/human pass
viSAKa		?	viśākha	lemma:47627		0.0	unassigned	public	DCS	a fork; ramification; fourche en haut de l'audumbarī	no locus/overlap candidate — residue for LLM/human pass
SudDa		2c	śuddha	Mahābhārata, MBh, 13, 17, 77	dcs:305424	0.5	overlap	public	DCS	the bright fortnight (in which the moon increases); name of Śiva; name of one of	confidence<tau
SudDa		2c	śuddha	Mahābhārata, MBh, 13, 18, 51	dcs:305734	0.5	overlap	public	DCS	the bright fortnight (in which the moon increases); name of Śiva; name of one of	confidence<tau
SudDa		2c	śuddha	Matsyapurāṇa, MPur, 20, 18	dcs:334641	0.5	overlap	public	DCS	the bright fortnight (in which the moon increases); name of Śiva; name of one of	confidence<tau
SudDa		?	śuddha	lemma:126333		0.0	unassigned	public	DCS	cleansed; cleared; clean; pure; clear; free from; pure; unmodified (as a vowel n	no locus/overlap candidate — residue for LLM/human pass
SudDa		?	śuddha	lemma:126336		0.0	unassigned	public	DCS	anything pure; pure spirit; rock-salt; black pepper; silver; [min.] = saindhava	no locus/overlap candidate — residue for LLM/human pass
SItala		?	śītala	lemma:126171		0.0	unassigned	public	DCS	cold; cool; cooling; shivering; frosty; cold i.e. free from passion; calm; gentl	no locus/overlap candidate — residue for LLM/human pass
sumuKa	2	?	sumukha	lemma:108415		0.0	unassigned	public	DCS	a good or beautiful mouth; a bright face (instr. = "cheerfully"); the mark or sc	no locus/overlap candidate — residue for LLM/human pass
sumuKa	2	?	sumukha	lemma:108416		0.0	unassigned	public	DCS	gracious; favourable; kind to (gen.); well pointed (as an arrow); having a good 	no locus/overlap candidate — residue for LLM/human pass
Ka	2	?	kha	lemma:135278		0.0	unassigned	public	DCS	the sun; [gramm.] the sound kh(a); [gramm.] taddh. īna	no locus/overlap candidate — residue for LLM/human pass
Ka	2	?	kha	lemma:135665		0.0	unassigned	public	DCS	a cavity; hollow; cave; cavern; aperture; an aperture of the human body (of whic	no locus/overlap candidate — residue for LLM/human pass
caraRa		?	caraṇa	lemma:164451		0.0	unassigned	public	DCS	a foot; the venerable; a pillar; the root (of a tree); a Pāda or line of a stanz	no locus/overlap candidate — residue for LLM/human pass
caraRa		?	caraṇa	lemma:164453		0.0	unassigned	public	DCS	going round or about; motion; course; acting; dealing; managing; (liturgical) pe	no locus/overlap candidate — residue for LLM/human pass
gotra		?	gotra	lemma:125334		0.0	unassigned	public	DCS	protection or shelter for cows; cow-pen; cow-shed; stable for cattle; stable (in	no locus/overlap candidate — residue for LLM/human pass
jIvana		?	jīvana	lemma:89347		0.0	unassigned	public	DCS	vivifying; giving life; enlivening	no locus/overlap candidate — residue for LLM/human pass
paYcama		2a	pañcama	Mahābhārata, MBh, 12, 177, 36	dcs:289398	0.5	overlap	public	DCS	(in music) a note of the gamut	confidence<tau
paYcama		2a	pañcama	Mahābhārata, MBh, 14, 49, 52	dcs:320412	0.5	overlap	public	DCS	(in music) a note of the gamut	confidence<tau
paYcama		2a	pañcama	Nāṭyaśāstra, NāṭŚ, 6, 27	dcs:467596	0.5	overlap	public	DCS	(in music) a note of the gamut	confidence<tau
paYcama		?	pañcama	lemma:15172		0.0	unassigned	public	DCS	the fifth; forming the 5th part	no locus/overlap candidate — residue for LLM/human pass
paYcama		?	pañcama	lemma:15173		0.0	unassigned	public	DCS	the fifth part; copulation (as the 5th of the Tattvas of the Tāntrikas)	no locus/overlap candidate — residue for LLM/human pass
tapana		?	tapana	lemma:96375		0.0	unassigned	public	DCS	warming; burning; shining (the sun); causing pain or distress	no locus/overlap candidate — residue for LLM/human pass
tapana		?	tapana	lemma:96377		0.0	unassigned	public	DCS	the being hot; heat; pining; mental distress; [alchemy] = nirvāpa/snapana	no locus/overlap candidate — residue for LLM/human pass
aparAjita		?	aparājita	lemma:20996		0.0	unassigned	public	DCS	unconquered; unsurpassed; north-eastern	no locus/overlap candidate — residue for LLM/human pass
vapra		?	vapra	lemma:68910		0.0	unassigned	public	DCS	a rampart; earthwork; mound; hillock; mud wall; earth or bank raised as a wall o	no locus/overlap candidate — residue for LLM/human pass
vapra		?	vapra	lemma:68914		0.0	unassigned	public	DCS	lead	no locus/overlap candidate — residue for LLM/human pass
Davala		?	dhavala	lemma:92388		0.0	unassigned	public	DCS	white; dazzling white; handsome; beautiful	no locus/overlap candidate — residue for LLM/human pass
Davala		?	dhavala	lemma:92392		0.0	unassigned	public	DCS	white pepper; a kind of metre; name of a town	no locus/overlap candidate — residue for LLM/human pass
candraka		1a	candraka	Suśrutasaṃhitā, Su, Utt., 40, 20	dcs:14214	0.5	overlap	public	DCS	the moon; a circle or ring shaped like the moon; a spot similar to the moon (?);	confidence<tau
candraka		1a	candraka	Mahābhārata, MBh, 2, 66, 14	dcs:188249	0.5	overlap	public	DCS	the moon; a circle or ring shaped like the moon; a spot similar to the moon (?);	confidence<tau
candraka		1a	candraka	Rājanighaṇṭu, RājNigh, Siṃhādivarga, 116	dcs:24261	0.5	overlap	public	DCS	the moon; a circle or ring shaped like the moon; a spot similar to the moon (?);	confidence<tau
candraka		?	candraka	lemma:166458		0.0	unassigned	public	DCS	white pepper	no locus/overlap candidate — residue for LLM/human pass
jAlaka		1d	jālaka	Rasārṇava, RArṇ, 4, 58	dcs:108002	0.5	overlap	public	DCS	a net; woven texture; web; a lattice; eyelet; a lattice-window; a bundle of buds	confidence<tau
jAlaka		1d	jālaka	Suśrutasaṃhitā, Su, Utt., 7, 8	dcs:11904	0.5	overlap	public	DCS	a net; woven texture; web; a lattice; eyelet; a lattice-window; a bundle of buds	confidence<tau
jAlaka		1d	jālaka	Rāmāyaṇa, Rām, Utt, 13, 5	dcs:145615	0.5	overlap	public	DCS	a net; woven texture; web; a lattice; eyelet; a lattice-window; a bundle of buds	confidence<tau
jAlaka		?	jālaka	lemma:88890		0.0	unassigned	public	DCS	name of a tree	no locus/overlap candidate — residue for LLM/human pass
pItaka		?	pītaka	lemma:144336		0.0	unassigned	public	DCS	Odina Pennata; yellow amaranth; a kind of rice (ṣaṣṭika)	no locus/overlap candidate — residue for LLM/human pass
pItaka		?	pītaka	lemma:144339		0.0	unassigned	public	DCS	yellow	no locus/overlap candidate — residue for LLM/human pass
pItaka		?	pītaka	lemma:167069		0.0	unassigned	public	DCS	yellow sandal; a carrot; gold; saffron; [min.] = rīti; brass; [min.] = abhra; [m	no locus/overlap candidate — residue for LLM/human pass
pItaka		?	pītaka	lemma:226516		0.0	unassigned	public	DCS	yellow	no locus/overlap candidate — residue for LLM/human pass
sarj	3	?	sarj	lemma:219203		0.0	unassigned	public	DCS	knarren	no locus/overlap candidate — residue for LLM/human pass
yat		3	yat	Suśrutasaṃhitā, Su, Ka., 3, 8	dcs:10830	0.5	overlap	public	DCS	to place in order; to marshal; to join; to connect; to keep pace; to be in line;	confidence<tau
yat		3	yat	Rāmāyaṇa, Rām, Bā, 29, 7	dcs:113689	0.5	overlap	public	DCS	to place in order; to marshal; to join; to connect; to keep pace; to be in line;	confidence<tau
yat		3	yat	Rāmāyaṇa, Rām, Bā, 62, 21	dcs:115363	0.5	overlap	public	DCS	to place in order; to marshal; to join; to connect; to keep pace; to be in line;	confidence<tau
yat		?	yat	lemma:73227		0.0	unassigned	public	DCS	as often; how many or often; as many as (= Lat. quot); because; if	no locus/overlap candidate — residue for LLM/human pass
yat		?	yat	lemma:213701		0.0	unassigned	public	DCS	[gramm.] kṛt (kṛtya) ya; [gramm.] a taddhita affix	no locus/overlap candidate — residue for LLM/human pass
vad		?	vad	lemma:157266		0.0	unassigned	public	DCS	to speak; to say; to tell; to talk with; to address; to recommend; to adjudge; t	no locus/overlap candidate — residue for LLM/human pass
vad		?	vad	lemma:213457		0.0	unassigned	public	DCS	[gramm.] the root vad	no locus/overlap candidate — residue for LLM/human pass
vas	5	?	vas	lemma:157283		0.0	unassigned	public	DCS	to dwell; to live; to stop (at a place); to stay (esp. "overnight"); to remain; 	no locus/overlap candidate — residue for LLM/human pass
vas	5	?	vas	lemma:157303		0.0	unassigned	public	DCS	to put on; to invest; to wear; to assume (a form etc.); to enter into	no locus/overlap candidate — residue for LLM/human pass
vas	5	?	vas	lemma:158473		0.0	unassigned	public	DCS	to shine; to grow bright (esp. applied to the dawn); to bestow by shining upon (	no locus/overlap candidate — residue for LLM/human pass
vas	5	?	vas	lemma:213388		0.0	unassigned	public	DCS	[gramm.] the root vas; [gramm.] the pronoun vas; [gramm.] substitution for yuṣma	no locus/overlap candidate — residue for LLM/human pass
vas	5	?	vas	lemma:219572		0.0	unassigned	public	DCS	Wohnplatz; Haus	no locus/overlap candidate — residue for LLM/human pass
prati	1	?	prati	lemma:151701		0.0	unassigned	public	DCS	name of a son of Kuśa; a string-course; a stereobate; a frieze; [gramm.] the pre	no locus/overlap candidate — residue for LLM/human pass
prati	1	?	prati	lemma:151755		0.0	unassigned	public	DCS	near to; against; in opposition to; back; again; in return; down upon; upon; on;	no locus/overlap candidate — residue for LLM/human pass
hasta		1a	hasta	Vaikhānasadharmasūtra, VaikhDhS, 2, 7, 6	dcs:100141	0.5	overlap	public	DCS	the hand; trunk (of an elephant); autograph; [astron.] name of a lunar mansion; 	confidence<tau
hasta		1a	hasta	Vaikhānasadharmasūtra, VaikhDhS, 2, 9, 5	dcs:100154	0.5	overlap	public	DCS	the hand; trunk (of an elephant); autograph; [astron.] name of a lunar mansion; 	confidence<tau
hasta		1a	hasta	Vaikhānasadharmasūtra, VaikhDhS, 2, 9, 5	dcs:100154	0.5	overlap	public	DCS	the hand; trunk (of an elephant); autograph; [astron.] name of a lunar mansion; 	confidence<tau
SUnya		?	śūnya	lemma:127178		0.0	unassigned	public	DCS	empty; void	no locus/overlap candidate — residue for LLM/human pass
SUnya		?	śūnya	lemma:127180		0.0	unassigned	public	DCS	a void; vacuum; empty or deserted place; desert; (in phil.) vacuity; nonentity; 	no locus/overlap candidate — residue for LLM/human pass
suraBi		4b	surabhi	Gobhilagṛhyasūtra, GobhGS, 4, 3, 16	dcs:103929	0.5	overlap	public	DCS	a fragrant smell or substance; perfume; sulphur; gold; a kind of sandal-wood	confidence<tau
suraBi		4b	surabhi	Gobhilagṛhyasūtra, GobhGS, 4, 4, None	dcs:103963_1	0.5	overlap	public	DCS	a fragrant smell or substance; perfume; sulphur; gold; a kind of sandal-wood	confidence<tau
suraBi		4b	surabhi	Rājanighaṇṭu, RājNigh, 12, 23	dcs:22157	0.5	overlap	public	DCS	a fragrant smell or substance; perfume; sulphur; gold; a kind of sandal-wood	confidence<tau
suraBi		?	surabhi	lemma:98109		0.0	unassigned	public	DCS	sweet-smelling; fragrant; charming; lovely; famous; best; good; virtuous; friend	no locus/overlap candidate — residue for LLM/human pass
pfTu		?	pṛthu	lemma:150040		0.0	unassigned	public	DCS	prolix; detailed; smart; clever; dexterous; broad; extensive; large; great; abun	no locus/overlap candidate — residue for LLM/human pass
maNgala		1b	maṅgala	Suśrutasaṃhitā, Su, Sū., 5, 7	dcs:1004	0.5	overlap	public	DCS	happiness; felicity; welfare; bliss; anything auspicious or tending to a lucky i	confidence<tau
maNgala		1b	maṅgala	Vārāhagṛhyasūtra, VārGS, 4, None	dcs:102289_1	0.5	overlap	public	DCS	happiness; felicity; welfare; bliss; anything auspicious or tending to a lucky i	confidence<tau
maNgala		1b	maṅgala	Vārāhagṛhyasūtra, VārGS, 12, 3	dcs:102608	0.5	overlap	public	DCS	happiness; felicity; welfare; bliss; anything auspicious or tending to a lucky i	confidence<tau
maNgala		?	maṅgala	lemma:26624		0.0	unassigned	public	DCS	lucky; having the scent of jasmine; auspicious	no locus/overlap candidate — residue for LLM/human pass
jAla		?	jāla	lemma:88861		0.0	unassigned	public	DCS	a net; a hairnet; a net (fig.); snare; (in anat.) the omentum; a cob-web; any re	no locus/overlap candidate — residue for LLM/human pass
saMsTAna		3f	saṃsthāna	Rasārṇava, RArṇ, 7, 4	dcs:108410	0.5	overlap	public	DCS	staying or abiding in; standing still or firm (in a battle); being; existence; l	confidence<tau
saMsTAna		3f	saṃsthāna	Rasārṇava, RArṇ, 12, 113	dcs:109717	0.5	overlap	public	DCS	staying or abiding in; standing still or firm (in a battle); being; existence; l	confidence<tau
saMsTAna		3f	saṃsthāna	Rāmāyaṇa, Rām, Ay, 45, 19	dcs:118628	0.5	overlap	public	DCS	staying or abiding in; standing still or firm (in a battle); being; existence; l	confidence<tau
saMsTAna		?	saṃsthāna	lemma:8433		0.0	unassigned	public	DCS	name of a people	no locus/overlap candidate — residue for LLM/human pass
lalita		?	lalita	lemma:81000		0.0	unassigned	public	DCS	sported; played; playing; wanton; amorous; voluptuous; artless; innocent; soft; 	no locus/overlap candidate — residue for LLM/human pass
ganDa		?	gandha	lemma:130010		0.0	unassigned	public	DCS	smell; black aloe-wood; [bot.] a kind of śāliparṇī	no locus/overlap candidate — residue for LLM/human pass
vAraRa	1	1c	vāraṇa	Rāmāyaṇa, Rām, Yu, 31, 19	dcs:137630	0.5	overlap	public	DCS	warding off; restraining; resisting; opposing; all-resisting; invincible (said o	confidence<tau
vAraRa	1	1c	vāraṇa	Mahābhārata, MBh, 1, 63, 7	dcs:164326	0.5	overlap	public	DCS	warding off; restraining; resisting; opposing; all-resisting; invincible (said o	confidence<tau
vAraRa	1	1c	vāraṇa	Mahābhārata, MBh, 3, 71, 12	dcs:194019	0.5	overlap	public	DCS	warding off; restraining; resisting; opposing; all-resisting; invincible (said o	confidence<tau
vAraRa	1	?	vāraṇa	lemma:46527		0.0	unassigned	public	DCS	the act of restraining or keeping back or warding off from (abl.); resistance; o	no locus/overlap candidate — residue for LLM/human pass
vAraRa	1	?	vāraṇa	lemma:46566		0.0	unassigned	public	DCS	consisting of or made from the wood of the Crataeva Roxburghii	no locus/overlap candidate — residue for LLM/human pass
kalyARa		4d	kalyāṇa	Rāmāyaṇa, Rām, Bā, 28, 7	dcs:113649	0.5	overlap	public	DCS	good fortune; happiness; prosperity; good conduct; virtue (opposed to pāpa); a f	confidence<tau
kalyARa		4d	kalyāṇa	Rāmāyaṇa, Rām, Ay, 8, 10	dcs:116537	0.5	overlap	public	DCS	good fortune; happiness; prosperity; good conduct; virtue (opposed to pāpa); a f	confidence<tau
kalyARa		4d	kalyāṇa	Rāmāyaṇa, Rām, Ay, 9, 41	dcs:116658	0.5	overlap	public	DCS	good fortune; happiness; prosperity; good conduct; virtue (opposed to pāpa); a f	confidence<tau
kalyARa		?	kalyāṇa	lemma:12778		0.0	unassigned	public	DCS		no locus/overlap candidate — residue for LLM/human pass
kalyARa		?	kalyāṇa	lemma:12782		0.0	unassigned	public	DCS	beautiful; noble; virtuous; beneficial; happy	no locus/overlap candidate — residue for LLM/human pass
vimala		?	vimala	lemma:123113		0.0	unassigned	public	DCS	clear; transparent; white; stainless; bright; pure	no locus/overlap candidate — residue for LLM/human pass
vimala		?	vimala	lemma:172866		0.0	unassigned	public	DCS	talc (???); iron pyrite; silver; [min.] = saindhava	no locus/overlap candidate — residue for LLM/human pass
Gora		?	ghora	lemma:161205		0.0	unassigned	public	DCS	venerable; awful; terrific; dreadful; vehement	no locus/overlap candidate — residue for LLM/human pass
Gora		?	ghora	lemma:161209		0.0	unassigned	public	DCS	venerableness; awfulness; horror; magic formulas or charms; a kind of mythical w	no locus/overlap candidate — residue for LLM/human pass
saMDAna		?	saṃdhāna	lemma:17655		0.0	unassigned	public	DCS	joining; uniting; healing	no locus/overlap candidate — residue for LLM/human pass
saMDAna		?	saṃdhāna	lemma:17656		0.0	unassigned	public	DCS	a particular spell recited over weapons; name of a minister; name of a son of Aṇ	no locus/overlap candidate — residue for LLM/human pass
saMDAna		?	saṃdhāna	lemma:17658		0.0	unassigned	public	DCS	the act of placing or joining together or uniting; junction; union; a joint; hea	no locus/overlap candidate — residue for LLM/human pass
vAhin		?	vāhin	lemma:47159		0.0	unassigned	public	DCS	conveying along; driving along (as a car); drawing; flowing; streaming; causing 	no locus/overlap candidate — residue for LLM/human pass
vAhin		?	vāhin	lemma:47160		0.0	unassigned	public	DCS	a chariot	no locus/overlap candidate — residue for LLM/human pass
vilAsin		?	vilāsin	lemma:138273		0.0	unassigned	public	DCS	shining; beaming; radiant; moving to and fro; fluttering; wanton; sportive; play	no locus/overlap candidate — residue for LLM/human pass
nala		1a	nala	Gobhilagṛhyasūtra, GobhGS, 1, 5, None	dcs:103187_1	0.5	overlap	public	DCS	a species of reed; Arundo Tibialis; name of a prince with the patr.; name of a N	confidence<tau
nala		1a	nala	Rasārṇava, RArṇ, 14, 172	dcs:110668	0.5	overlap	public	DCS	a species of reed; Arundo Tibialis; name of a prince with the patr.; name of a N	confidence<tau
nala		1a	nala	Suśrutasaṃhitā, Su, Utt., 26, 13	dcs:13147	0.5	overlap	public	DCS	a species of reed; Arundo Tibialis; name of a prince with the patr.; name of a N	confidence<tau
tArkzya		?	tārkṣya	lemma:97454		0.0	unassigned	public	DCS	= tāpya; [min.] = rasāñjana	no locus/overlap candidate — residue for LLM/human pass
gaRqa		?	gaṇḍa	lemma:129365		0.0	unassigned	public	DCS	the abrupt interchange of question and answer (one of the characteristics of the	no locus/overlap candidate — residue for LLM/human pass
utTAna		?	utthāna	lemma:55874		0.0	unassigned	public	DCS	causing to arise or originate	no locus/overlap candidate — residue for LLM/human pass
gola		?	gola	lemma:125488		0.0	unassigned	public	DCS	a circle; a sphere; a large globular water-jar	no locus/overlap candidate — residue for LLM/human pass
svastika		2	svastika	Skandapurāṇa, SkPur, 23, 20	dcs:107165	0.5	overlap	public	DCS	a kind of bard (who utters words of welcome or eulogy); any lucky or auspicious 	confidence<tau
svastika		2	svastika	Suśrutasaṃhitā, Su, Ka., 4, 22	dcs:10943	0.5	overlap	public	DCS	a kind of bard (who utters words of welcome or eulogy); any lucky or auspicious 	confidence<tau
svastika		2	svastika	Suśrutasaṃhitā, Su, Sū., 7, 5	dcs:1135	0.5	overlap	public	DCS	a kind of bard (who utters words of welcome or eulogy); any lucky or auspicious 	confidence<tau
picCa		?	piccha	lemma:94639		0.0	unassigned	public	DCS	a feather of a tail (esp. of a peacock); the feathers of an arrow (pl.); a tail;	no locus/overlap candidate — residue for LLM/human pass
