lemma_slp1	dict	sense_id	failure_class	n_ls	gloss
bala	mw	mw:143073:1	no-shared-witness	1	half-ripe barley
bala	mw	mw:143074:1	outranked	1	N. of a demon conquered by Indra (the brother of Vṛtra , in older texts ), &amp;c. &amp;c
bala	mw	mw:143076:1	no-shared-witness	1	cf. &amp;c
bala	mw	mw:143077:1	no-shared-witness	0	(with Jaina s) a white Bala or elder brother of Vāsudeva (9 in number, viz. Acala , Vijaya , Bhadra , Su-prabha , Su-darśana , Ānanda , Nandana , Padma , and Rāma )
bala	mw	mw:143078:1	witness-too-common	1	N. of a son of Varuṇa and brother of Surā
bala	mw	mw:143079:1	no-shared-witness	1	of an attendant on Skanda
bala	mw	mw:143080:1	no-shared-witness	1	of a son of Aṅgiras
bala	mw	mw:143081:1	no-shared-witness	1	of a son of Parikṣit
bala	mw	mw:143082:1	no-shared-witness	1	of a son of Parijātra
bala	mw	mw:143083:1	no-shared-witness	1	of a son of Kṛṣṇa
bala	mw	mw:143094:1	no-shared-witness	1	mfn. strong, robust, ; sick (= )
bala	mw	mw:143094.1:1	no-shared-witness	0	[ cf. Lat. valere , valor &amp;c.]
bala	pwg	pwg:51895:1	no-shared-witness	2	1. n. . m. (dieses nicht zu belegen) und n. gaṇa zu
bala	pwg	pwg:51895:3	no-shared-witness	4	Form, Gestalt
bala	pwg	pwg:51895:4	no-shared-witness	2	der männliche Same
bala	pwg	pwg:51895:5	witness-too-common	13	Heeresmacht, Heer, Truppen
bala	pwg	pwg:51895:6	no-shared-witness	3	Myrrhe
bala	pwg	pwg:51895:7	witness-too-common	2	Körper
bala	pwg	pwg:51895:8	witness-too-common	3	Blut
bala	pwg	pwg:51895:9	witness-too-common	2	Sprosse, ein junger Schoss
bala	pwg	pwg:51895:10	no-shared-witness	1	= (oder ist etwa zu lesen?)
bala	pwg	pwg:51895:11	cross-language-gap	0	Vgl
bala	pwg	pwg:51896:1	no-shared-witness	1	2. (von 1. ) nom. ag. gaṇa zu
bala	pwg	pwg:51896:2	no-shared-witness	3	kräftig, stark
bala	pwg	pwg:51896:4	witness-too-common	6	ein best. Aasvogel; Krähe
bala	pwg	pwg:51896:5	witness-too-common	2	ein best. Baum
bala	pwg	pwg:51896:6	cross-language-gap	0	N. pr
bala	pwg	pwg:51896:8	witness-too-common	1	β〉 ein Sohn Varuṇa ʼs und Bruder der Surā
bala	pwg	pwg:51896:9	witness-too-common	1	γ〉 ein Wesen im Gefolge Skanda ʼs
bala	pwg	pwg:51896:10	witness-too-common	1	δ〉 ein Sohn des Aṅgiras
bala	pwg	pwg:51896:11	witness-too-common	1	ε〉 ein Sohn Pariyātra ʼs
bala	pwg	pwg:51896:12	no-shared-witness	1	ζ〉 ein Sohn Pariyātra ʼs ; st. dessen und andere Autt
bala	pwg	pwg:51896:14	no-shared-witness	7	eine Malvacee; die; und
bala	pwg	pwg:51896:15	no-shared-witness	2	eines best. Zauberspruchs
bala	pwg	pwg:51896:16	no-shared-witness	3	N. pr. eines Frauenzimmers . N. pr. einer Tochter Dakṣa ʼs und Gattin Kaśyapa ʼs . Vgl. . N. pr. [Page5-0033] einer Göttin, welche die Befehle des 17ten Arhant ʼs der gegenwärtigen Avasarpiṇī ausführt
bala	pwg	pwg:79856:1	no-shared-witness	1	Kräfte
bala	pwg	pwg:79857:1	witness-too-common	2	2. 2〉a〉 . liest die st
bala	pwg	pwg:79857:2	no-shared-witness	1	auch ein Sohn Kṛṣṇa ʼs
bala	pwg	pwg:51896:3	no-gloss	0	m
Cattra	vcp	vcp:20228:1	no-citation-apparatus	0	Cattra pu0 Cada Ric zwran hrasvaH ardDarcA0 . CatrAkArapatre (CAtAriyA) 1 kzupaBede ratnamAlA . 2 Atapatre na0 . medi0 . 3 aticCatrAyAM (sulpA) vfkze strI . 4 BUtfRe rAjani0 . tatra AtapatraSabde 639 pf0 uzRavAraRa- Sabde 1380 pfzWe ca vivftiH . raTASvaM hast…
Cattra	md	md:7718:1	no-shared-witness	0	chat-tra, n. [shader], umbrella ( one of the insignia of royalty ): -grāhiṇī, f. female umbrella-bearer; -dhāra, m. umbrella-bearer: -tva, n. office of —; -dhāraṇa, n. use of an umbrella; -dhārin, m. umbrella-bearer; -vat, a. having an umbrella; -vṛkṣa, m. N.…
Cattra	mw	mw:75389:1	no-shared-witness	0	&amp;c. See √
Cattra	mw	mw:75391:1	no-shared-witness	2	m. ( ; often spelt ) a mushroom
Cattra	mw	mw:75392:1	no-shared-witness	1	Andropogon Schoenanthus
Cattra	mw	mw:75393:1	no-shared-witness	1	a parasol-shaped bee-hive
Cattra	mw	mw:75395:1	no-shared-witness	1	n. an umbrella
Cattra	mw	mw:75396:1	no-shared-witness	2	a particular constellation
Cattra	mw	mw:75397:1	no-shared-witness	2	‘shelter (of pupils)’, a teacher (a meaning derived fr. )
Cattra	pwg	pwg:26061:1	no-shared-witness	4	(von 1. mit Suffix ; statt der etym. Schreibart findet man sehr häufig auch ) . . . n. . m.n
Cattra	pwg	pwg:26061:3	no-shared-witness	2	Pilz
Cattra	pwg	pwg:26061:4	no-shared-witness	2	Name eines Grases ( s. ) _im_
Cattra	pwg	pwg:26061:6	cross-language-gap	0	f. N. verschied. Pflanzen
Cattra	pwg	pwg:26061:7	no-shared-witness	4	Anethum Sowa Roxb
Cattra	pwg	pwg:26061:9	no-shared-witness	3	Koriander
Cattra	pwg	pwg:26061:10	no-shared-witness	1	N. einer Pflanze, welche in Kāśmīra wachsen soll
Cattra	pwg	pwg:26061:11	no-shared-witness	2	Rubia Munjista ( ) Roxb. _im_
Cattra	pwg	pwg:26061:12	no-shared-witness	3	Pilz
Cattra	pwg	pwg:26061:15	no-shared-witness	2	einer best. Constellation
Cattra	pwg	pwg:26061:16	no-shared-witness	1	das Verhüllen der Fehler des Lehrers; Schüler
Cattra	pwg	pwg:73986:1	no-shared-witness	3	Regenschirm
Cattra	pwg	pwg:73986:2	cross-language-gap	0	Vgl. noch
Cattra	pwg	pwg:26061:2	no-gloss	0	m
Cattra	pwg	pwg:26061:5	no-gloss	1	= 1,b: u
Cattra	pwg	pwg:26061:8	no-gloss	2	= ( )
Cattra	pwg	pwg:26061:13	no-gloss	0	n
nivartana	ap90	ap90:17117:2	no-shared-witness	0	1 Causing to return
nivartana	ap90	ap90:17117:10	no-shared-witness	0	6 Repenting, a desire to improve
nivartana	mw	mw:110360:1	witness-too-common	1	mfn. causing to turn back
nivartana	mw	mw:110365:1	witness-too-common	2	causing to return, bringing back ( esp. the shooting off and bringing back of weapons)
nivartana	mw	mw:110369:1	no-shared-witness	1	reforming, repenting
nivartana	pwg	pwg:39798:1	cross-language-gap	0	(wie eben)
nivartana	pwg	pwg:39798:2	cross-language-gap	0	adj
nivartana	pwg	pwg:39798:3	witness-too-common	1	zurücktretend; aufhörend, zu bestehen aufhörend; vergessen, dass es einen Tod giebt
nivartana	pwg	pwg:39798:4	witness-too-common	1	umkehren machend
nivartana	pwg	pwg:39798:8	witness-too-common	2	das Abstehen von, sich-Enthalten von
nivartana	pwg	pwg:39798:9	no-shared-witness	1	das Abstehen vom Handeln, Unthätigkeit
nivartana	pwg	pwg:39798:12	no-shared-witness	1	das Zurückschneiden
nivartana	pwg	pwg:39798:14	no-shared-witness	4	ein best. Flächenmaass, 40000 Quadrat; Herstellen
nivartana	pwg	pwg:77426:1	witness-too-common	2	weichen und sterben für Eines haltend, erst mit dem Tode weichend, — vom Kampfe abstehend
nivartana	pwg	pwg:77426:2	witness-too-common	2	Z. 5 die des liest auch
nivartana	pwg	pwg:77426:3	cross-language-gap	0	vgl. oben u. 2〉
nivartana	pwg	pwg:77426:4	no-shared-witness	1	das Niederkommen, zur-Erde-Kommen
nivartana	ap90	ap90:17117:1	no-gloss	0	a
nivartana	ap90	ap90:17117:4	no-gloss	0	
nivartana	pwg	pwg:39798:5	no-gloss	0	n
ugra	vcp	vcp:8612:1	no-citation-apparatus	0	ugra pu0 uca rak gaScAntAdeSaH . 1 mahAdeve, vAyumUrttiDA- riRi Sive kzatriyAt UQAyAM SUdrAyAmutpanne 2 saMkIrRa- varRe (AgurI) ugrapuRatvAt 3 SoBAYjanavfkze, 4 keraladeSe, krUrasaMjYake ugraH pUrvvamaGAntakA iti jyotizokte 5 nakzatrapaYcake ca 6 vatsanABAKye…
ugra	md	md:4280:1	no-shared-witness	0	ug-rá, a. mighty; violent; grim, dreadful, terrible, rigorous; m. mighty person, great —, violent person; ep. of Śiva &amp; Rudra; N. of a mixed caste ( offspring of Kṣatriya &amp; Sūdrā ); -tā, f. , -tva, n. violence; rigour; -daṇḍa, a. stern-sceptered, rele…
ugra	ap90	ap90:7569:4	no-shared-witness	2	3 Powerful, mighty, strong, violent, intense; intensely hot; v.l
ugra	ap90	ap90:7569:8	no-shared-witness	0	7 Ready to do any work, industrious
ugra	ap90	ap90:7569:11	no-shared-witness	1	2 N. of a mixed tribe, descendant of a Kṣatriya father and Śūdra mother (his business being to catch or kill animals dwelling in holes, such as snakes; cf. , , )
ugra	ap90	ap90:7569:15	no-shared-witness	0	6 The sentiment called
ugra	ap90	ap90:7569:16	no-shared-witness	0	7 Wind
ugra	ap90	ap90:7569:18	no-shared-witness	0	1 N. of different plants
ugra	ap90	ap90:7569:19	no-shared-witness	0	2 A cruel woman
ugra	ap90	ap90:7569:20	no-shared-witness	0	A kind of being belonging to the class of demons
ugra	ap90	ap90:7569:24	no-shared-witness	0	Comp
ugra	ap90	ap90:7569:25	no-shared-witness	0	the mighty or terrible lord, N. of Śiva
ugra	ap90	ap90:7569:26	outranked	0	a. fierce in action, cruel
ugra	ap90	ap90:7569:27	no-shared-witness	0	a sort of gourd ( )
ugra	ap90	ap90:7569:28	no-shared-witness	0	a. strong-smelling
ugra	ap90	ap90:7569:30	no-shared-witness	0	1 the Campaka tree
ugra	ap90	ap90:7569:31	no-shared-witness	0	2 N. of other trees also
ugra	ap90	ap90:7569:32	no-shared-witness	0	3 garlic
ugra	ap90	ap90:7569:34	no-shared-witness	0	1 Orris root
ugra	ap90	ap90:7569:35	no-shared-witness	0	2 a medicinal plant
ugra	ap90	ap90:7569:36	no-shared-witness	0	3 N. of various plants
ugra	ap90	ap90:7569:37	no-shared-witness	0	Asa fœtida
ugra	ap90	ap90:7569:38	no-shared-witness	0	a. strong-smelling
ugra	ap90	ap90:7569:39	no-shared-witness	0	a strong desire
ugra	ap90	ap90:7569:40	no-shared-witness	0	N. of Durgā
ugra	ap90	ap90:7569:41	no-shared-witness	0	a. base-born
ugra	ap90	ap90:7569:42	no-shared-witness	0	N. of a goddess
ugra	ap90	ap90:7569:43	no-shared-witness	0	a. endowed with powerful or terrible energy
ugra	ap90	ap90:7569:44	no-shared-witness	0	a. having terrific teeth
ugra	ap90	ap90:7569:45	no-shared-witness	1	a. ruling with a rod of iron, stern, cruel, relentless
ugra	ap90	ap90:7569:47	no-shared-witness	0	a. frightful in appearance, fiercelooking, grim, terrible
ugra	ap90	ap90:7569:48	no-shared-witness	0	f. the daughter of a powerful man
ugra	ap90	ap90:7569:49	no-shared-witness	0	a. having a powerful bow. (
ugra	ap90	ap90:7569:50	outranked	0	m. ) N. of Śiva and Indra
ugra	ap90	ap90:7569:51	no-shared-witness	0	a. large-nosed
ugra	ap90	ap90:7569:52	no-shared-witness	0	a. born in a mighty family
ugra	ap90	ap90:7569:53	no-shared-witness	0	N. of Kārttikeya
ugra	ap90	ap90:7569:54	no-shared-witness	1	a. horribly stinking
ugra	ap90	ap90:7569:56	no-shared-witness	0	a. having powerful men
ugra	ap90	ap90:7569:57	no-shared-witness	0	a. strict in orders, severe in commands
ugra	ap90	ap90:7569:58	no-shared-witness	0	‘crest of Śiva’, N. of the Ganges
ugra	ap90	ap90:7569:59	no-shared-witness	0	a. sorely-grieving, deeply afflicted
ugra	ap90	ap90:7569:60	no-shared-witness	0	a. terrible to hear and see
ugra	ap90	ap90:7569:63	no-shared-witness	0	2 N. of a king of Mathurā and father ( pb ) of Kaṃsa. He was deposed by his son; but Kṛṣṇa after having slain Kaṃsa restored him to the throne
ugra	ap90	ap90:7569:64	no-shared-witness	0	N. of the wife of Akrūra; N. of Kaṃsa, the uncle and enemy of Kṛṣṇa
ugra	mw	mw:30112:1	no-shared-witness	1	mfn. (said to be fr. √ [ ], but probably fr. a √ , or √ , fr. which also , , may be derived; compar. and ; superl. and ), powerful, violent, mighty, impetuous, strong, huge, formidable, terrible
ugra	mw	mw:30120:1	no-shared-witness	3	a twice-born man who perpetrates dreadful deeds Comm. on
ugra	mw	mw:30124:1	no-shared-witness	0	the Guru of Narendrāditya (who built a temple called Ugreśa )
ugra	mw	mw:30130.1:1	no-shared-witness	0	[ cf. Zd. ughra : Gk. ὑγι-ής , ὑγίεια , Lat. augeo &amp;c. : Goth. auka , ‘I increase’; Lith. ug-is , ‘growth, increase’; aug-u , ‘I grow’, &amp;c.]
ugra	pwg	pwg:10626:1	no-shared-witness	1	(von = )
ugra	pwg	pwg:10626:6	no-shared-witness	2	N. einer Pflanze, Hyperanthera Moringa , _im_
ugra	pwg	pwg:10626:8	no-shared-witness	2	N. einer Verbindung von Sternbildern ( ) _im_
ugra	pwg	pwg:10626:10	cross-language-gap	0	f. zu 2,b
ugra	pwg	pwg:10626:11	no-shared-witness	1	N. einer Pflanze
ugra	pwg	pwg:10626:13	no-shared-witness	1	β〉 = Artemisia sternutatoria Roxb
ugra	pwg	pwg:10626:15	no-shared-witness	2	δ〉 = Coriandrum sativum _im_ Vgl
ugra	pwg	pwg:10626:16	no-shared-witness	2	die Wurzel von
ugra	pwg	pwg:10626:17	cross-language-gap	0	Vgl
ugra	pwg	pwg:67475:2	witness-too-common	5	( Gegens. ) . . bestimmte Nakṣatra , die heissen, . . . ; vgl. 2〉e〉
ugra	pwg	pwg:67475:4	no-shared-witness	1	ein Kāpālika
ugra	pwg	pwg:67475:5	cross-language-gap	0	vgl. oben u. 1〉
ugra	pwg	pwg:67475:6	no-shared-witness	2	pl. N. einer Śiva ʼitischen Secte . ; vgl. … ( Śiva spricht) u. s. w
ugra	pwg	pwg:67475:7	cross-language-gap	0	Vgl
ugra	ap90	ap90:7569:1	no-gloss	1	a. [ ]
ugra	ap90	ap90:7569:9	no-gloss	0	
ugra	ap90	ap90:7569:17	no-gloss	0	
ugra	ap90	ap90:7569:21	no-gloss	0	
ugra	ap90	ap90:7569:29	no-gloss	0	
ugra	ap90	ap90:7569:33	no-gloss	0	
ugra	ap90	ap90:7569:46	no-gloss	0	
ugra	ap90	ap90:7569:61	no-gloss	0	
ugra	pwg	pwg:10626:3	no-gloss	0	m
ugra	pwg	pwg:10626:9	no-gloss	0	f
ugra	pwg	pwg:10626:12	no-gloss	4	α〉 = . . _im_
ugra	pwg	pwg:10626:14	no-gloss	1	γ〉 =
ugra	pwg	pwg:67475:1	no-gloss	1	( )
ugra	pwg	pwg:67475:3	no-gloss	1	
aDara	vcp	vcp:1222:1	no-citation-apparatus	0	aDara pu0 na Driyate DfNa ac na0 ta0 . (Wowa) iti KyAte UrdDve, nIce vA ozWe . pibasi ratisarvasvamaDaramiti Saku0 . nirmfzwarAgo'Dara iti sA0 darpa0 . umA- muKe bimbaPalADarozWe iti kumA0 . aDaraM Kalu bimbanAmakaM PalamAByAmiti Bavyamanvayam . laBa- te'Dara…
aDara	md	md:981:1	no-shared-witness	0	adha-ra, cpv. lower: -ṃ kṛ, subject; m. under-lip, s. coll. lips; -dala, n. lip; -rucaka, n. lovely lips
aDara	ap90	ap90:906:2	no-shared-witness	2	1 Lower ( opp. ), ( lit. not held up); tending downwards; under, nether, downward; under garment ; cf. ; lower or nether lip, see below. (In this sense partakes of the character of a pronoun)
aDara	ap90	ap90:906:3	no-shared-witness	0	2 Low, mean, vile; See below; lower in quality, inferior
aDara	ap90	ap90:906:5	no-shared-witness	0	4 Previous, preceding; as in , q. v
aDara	ap90	ap90:906:6	no-shared-witness	5	The nether (or sometimes the upper) lip; a lip in general; leaf-like lower lip; ( pb ) ; ; ; , ; cf
aDara	ap90	ap90:906:7	no-shared-witness	0	The nadir; ( ) or the southern direction
aDara	ap90	ap90:906:9	outranked	1	1 The lower part (of the body)
aDara	ap90	ap90:906:11	no-shared-witness	0	3 Address, speech ( opp. ); statement, sometimes used for reply also
aDara	ap90	ap90:906:12	no-shared-witness	0	Comp
aDara	ap90	ap90:906:14	no-shared-witness	2	1 higher and lower, inferior and superior, worse and better
aDara	ap90	ap90:906:15	no-shared-witness	1	2 former; prior and later; sooner and later
aDara	ap90	ap90:906:16	no-shared-witness	3	3 in a contrary way, topsy-turvy, upside down (the natural order of things being inverted); you have (certainly) learnt in a contrary way, i. e. to consider good as bad and vice versa ; it might perhaps also mean “have you, i. e. the members of the King's cou…
aDara	ap90	ap90:906:17	no-shared-witness	0	4 nearer and further
aDara	ap90	ap90:906:18	no-shared-witness	0	5 question and answer
aDara	ap90	ap90:906:20	outranked	0	the lower and upper lip
aDara	ap90	ap90:906:21	outranked	0	the lower part of the neck
aDara	ap90	ap90:906:22	outranked	0	[ ] the lower part of the body
aDara	ap90	ap90:906:23	outranked	0	kissing, lit. drinking the lower lip
aDara	ap90	ap90:906:24	no-shared-witness	0	the nectar of the lips
aDara	ap90	ap90:906:25	no-shared-witness	0	the nadir
aDara	mw	mw:3971:1	no-shared-witness	0	mfn. (connected with ), lower, inferior, tending downwards
aDara	mw	mw:3972:1	no-shared-witness	0	low, vile
aDara	mw	mw:3977.1:1	no-shared-witness	0	[ Lat. inferus ]
aDara	pwg	pwg:1871:1	cross-language-gap	0	adj. f
aDara	pwg	pwg:1871:2	witness-too-common	13	der untere; das untere Reibholz; sich unterwerfen, überwältigen
aDara	pwg	pwg:1871:3	no-shared-witness	2	nach unten gekehrt
aDara	pwg	pwg:1871:4	cross-language-gap	0	vorangehend
aDara	pwg	pwg:1871:6	no-shared-witness	1	der Rede nicht mächtig
aDara	pwg	pwg:1871:8	witness-too-common	2	Unterlippe
aDara	pwg	pwg:1871:9	no-shared-witness	7	Lippe
aDara	pwg	pwg:1871:10	no-shared-witness	3	pudendum muliebre
aDara	pwg	pwg:1871:11	no-shared-witness	1	Nadir
aDara	pwg	pwg:1871:13	witness-too-common	1	der untere Theil
aDara	pwg	pwg:1871:14	cross-language-gap	0	pudendum muliebre
aDara	pwg	pwg:1871:15	cross-language-gap	0	Anrede; Antwort
aDara	pwg	pwg:63170:1	no-shared-witness	1	unterliegend im Process
aDara	pwg	pwg:63170:2	no-shared-witness	2	nach füge hinzu
aDara	ap90	ap90:906:1	no-gloss	0	a. [ . .]
aDara	ap90	ap90:906:8	no-gloss	0	
aDara	ap90	ap90:906:13	no-gloss	0	a
aDara	pwg	pwg:1871:5	no-gloss	2	=
aDara	pwg	pwg:1871:7	no-gloss	0	m
aDara	pwg	pwg:1871:12	no-gloss	0	n
tUla	vcp	vcp:23168:1	no-citation-apparatus	0	tUla pUraRe curA0 A0 saka0 sew . tUlayate atUtulata
tUla	vcp	vcp:23169:1	no-citation-apparatus	0	tUla iyattAparicCede nizkASane BvA0 para0 saka0 sew . tUlati atlIt . tutUla
tUla	vcp	vcp:23170:1	no-citation-apparatus	0	tUla na0 tUlayati pUrayati tUlyate vA tUla ac . 1 sarvavyA- pake AkASe medi0 2 aSvatTAkAre tUde vfkze BAvapra0 tUdaSabde dfSyam . kArpAsAdivIjajAte (tUlA) . KyAte padArTe . sarvaM dahati gaNgAmBastUlarASimivAnalaH prA0 ta0 . avyayIBAve'sya kUlatIratUletyAdinA…
tUla	skd	skd:15199:1	witness-too-common	0	tUla , ka Na pUraRe . iti kavikalpadrumaH .. (curAM- AtmaM-sakaM-sew .) dIrGI . ka Na, tUlayate . iti durgAdAsaH
tUla	skd	skd:15200:1	witness-too-common	0	tUla , ka nizkarze . iti kavikalpadrumaH .. (curAM- paraM-sakaM-sew .) dIrGI . nizkarza iha iyattA- paricCedaH . ka, tUlayati kAYcanaM baRik . iti durgAdAsaH .. (kvacit tUla ki nizkarze iti pAWo'pi dfSyate . ki, tUlati tUlayati ..)
tUla	md	md:8721:1	no-shared-witness	0	tūla, n. tuft; cotton; mattress stuffed with cotton: -ka, n. cotton: -dāham, abs. with dah, burn ( tr. ) like cotton
tUla	mw	mw:86447:1	no-shared-witness	1	a pencil
tUla	mw	mw:86449:1	no-shared-witness	1	air
tUla	mw	mw:86450:1	no-shared-witness	1	m. the thorn-apple
tUla	pwg	pwg:120159:1	no-shared-witness	1	eine mit Baumwolle gestopfte Matratze
tUla	pwg	pwg:30273:1	no-shared-witness	1	Acc. eines auf ausg. adv. comp
tUla	pwg	pwg:30273:4	no-shared-witness	4	Maulbeerbaum
tUla	pwg	pwg:30273:5	no-shared-witness	1	Stechapfel
tUla	pwg	pwg:30273:6	no-shared-witness	2	Luft
tUla	pwg	pwg:30273:8	witness-too-common	2	die Baumwollenstaude
tUla	pwg	pwg:30273:9	witness-too-common	2	Docht (aus Baumwolle)
tUla	pwg	pwg:30273:11	cross-language-gap	0	Baumwolle
tUla	pwg	pwg:30273:12	witness-too-common	2	Docht
tUla	pwg	pwg:30273:13	witness-too-common	5	Pinsel
tUla	pwg	pwg:30273:14	no-shared-witness	1	die Indigopflanze
tUla	pwg	pwg:30273:15	cross-language-gap	0	Vgl
tUla	pwg	pwg:75151:1	no-shared-witness	1	ohne Wedel
tUla	pwg	pwg:75151:3	no-shared-witness	1	eine mit Baumwolle gefüllte Matratze
tUla	pwg	pwg:75151:4	cross-language-gap	0	Vgl
tUla	mw	mw:86448:1	no-gloss	1	=
tUla	mw	mw:86459:1	no-gloss	0	cf
tUla	pwg	pwg:30273:7	no-gloss	0	f
tUla	pwg	pwg:30273:10	no-gloss	0	f
tUla	pwg	pwg:75151:2	no-gloss	1	
banDura	vcp	vcp:35277:1	no-citation-apparatus	0	banDura na0 banDa urac . 1 mukuwe Sabdara0 2 strIcihne 3 tila- kalke 4 banDujIvavfkze 5 baDire 6 haMse ca medi0 7 biqaNge hemaca0 . 8 fzaBOzaDO rAjani0 9 vake dvihaNge ca pu0 Sabdara0 . 10 ramye 11 namre 12 veSyAyAM strI 13 saktuzu pu0 ba0 va medi0 . 14 unnat…
banDura	md	md:12693:1	no-shared-witness	0	bandhu-ra, a. charming, lovely, beautiful, handsome; inclined, bent; addicted: [Page192-2] —˚ = adorned with: -gātrī, a. f. having lovely or curved i. e. rounded limbs; -komala‿aṅguli, a. having rounded and delicate fingers ( hand )
banDura	mw	mw:142788:1	no-shared-witness	1	( ifc. ) adorned with
banDura	mw	mw:142789:1	no-shared-witness	1	undulating, uneven
banDura	mw	mw:142790:1	no-shared-witness	1	deaf, ( cf. )
banDura	mw	mw:142791:1	no-shared-witness	1	injurious, mischievous
banDura	mw	mw:142792:1	no-shared-witness	1	m. (only ) a bird
banDura	mw	mw:142793:1	no-shared-witness	0	a goose
banDura	mw	mw:142794:1	no-shared-witness	0	Ardea Nivea
banDura	mw	mw:142795:1	no-shared-witness	0	Pentapetes Phoenicea
banDura	mw	mw:142796:1	no-shared-witness	0	Embelia Ribes
banDura	mw	mw:142797:1	no-shared-witness	1	a partic. bulbous plant growing on the Hima-vat mountain
banDura	mw	mw:142798:1	no-shared-witness	0	oil-cake
banDura	mw	mw:142799:1	no-shared-witness	1	the vulva
banDura	mw	mw:142803:1	no-shared-witness	1	n. a diadem, crest
banDura	mw	mw:142831:1	no-shared-witness	3	2. n. (for 1. See above) =
banDura	pwg	pwg:121225:1	cross-language-gap	0	(Nachträge)
banDura	pwg	pwg:79835:2	cross-language-gap	0	adj
banDura	pwg	pwg:79835:5	no-shared-witness	2	wellenförmig
banDura	pwg	pwg:79835:6	no-shared-witness	1	taub
banDura	pwg	pwg:79835:8	no-shared-witness	4	Gans
banDura	pwg	pwg:79835:9	no-shared-witness	5	Vogel
banDura	pwg	pwg:79835:10	no-shared-witness	1	Oelkuchen
banDura	pwg	pwg:79835:11	no-shared-witness	2	vulva
banDura	pwg	pwg:79835:13	no-shared-witness	2	Hure
banDura	pwg	pwg:79835:14	no-shared-witness	1	Mehl
banDura	pwg	pwg:79835:15	no-shared-witness	1	Diadem
banDura	pwg	pwg:79835:16	cross-language-gap	0	Vgl
banDura	pwg	pwg:121225:2	no-gloss	3	
banDura	pwg	pwg:121225:3	no-gloss	1	
banDura	pwg	pwg:79835:1	no-gloss	2	_zu_
banDura	pwg	pwg:79835:7	no-gloss	0	m
banDura	pwg	pwg:79835:12	no-gloss	0	
karavIra	vcp	vcp:12103:1	no-citation-apparatus	0	karavIra pu0 karaM vorayati cu0 vIra vikrAntO aR . 1 kfpARe Kaqge, 2 svanAmaKyAte 3 vfkze, 4 deSaBede ca medi0 . 5 SamaSAne, hema0 . brahmAvartte 6 dfSadvatInadItIrasTacandraSeKararAjapure ca . karavIravfkzaBedaguRASca BAva0 uktA yaTA . karavIraH SvetapuzpaH …
karavIra	mw	mw:44167:1	witness-too-common	1	a species of Soma
karavIra	mw	mw:44168:1	no-shared-witness	1	a sword
karavIra	mw	mw:44170:1	no-shared-witness	0	the thumb
karavIra	mw	mw:44171:1	no-shared-witness	1	a cemetery
karavIra	mw	mw:44172:1	no-shared-witness	1	N. of a Nāga
karavIra	mw	mw:44173:1	no-shared-witness	1	of a Daitya
karavIra	mw	mw:44175:1	no-shared-witness	1	of a town on the river Dṛṣadvatī (the residence of Candraśekhara )
karavIra	mw	mw:44176:1	no-shared-witness	1	of a mountain
karavIra	mw	mw:44181:1	no-shared-witness	1	n. the flower of Oleander
karavIra	mw	mw:44475:1	no-shared-witness	0	See p. 253, col. 3
karavIra	pwg	pwg:15174:4	witness-too-common	1	N. einer der verschied. Arten von Soma , welche aufgezählt werden
karavIra	pwg	pwg:15174:5	no-shared-witness	2	Schwert
karavIra	pwg	pwg:15174:7	no-shared-witness	1	Gottesacker
karavIra	pwg	pwg:15174:8	witness-too-common	3	N. pr. eines Nāga . eines Daitya
karavIra	pwg	pwg:15174:9	no-shared-witness	1	N. eines Gebirges . Vgl
karavIra	pwg	pwg:15174:11	no-shared-witness	1	rother Arsenik
karavIra	pwg	pwg:15174:13	cross-language-gap	0	die Mutter eines Sohnes
karavIra	pwg	pwg:15174:14	cross-language-gap	0	eines vorzügliche Kuh
karavIra	pwg	pwg:15174:15	no-shared-witness	2	ein Bein. der Aditi
karavIra	pwg	pwg:15174:16	cross-language-gap	0	Vgl
karavIra	pwg	pwg:69780:1	no-shared-witness	2	einer best. Begehung
karavIra	pwg	pwg:15174:1	no-gloss	0	( + )
karavIra	pwg	pwg:15174:2	no-gloss	0	m
karavIra	pwg	pwg:15174:12	no-gloss	0	f
karavIra	pwg	pwg:69780:2	no-gloss	2	
nIlakaRWa	vcp	vcp:29514:1	no-citation-apparatus	0	nIlakaRWa puMstrI nIlaH kaRWo Tasya . 1 maSUre akaraH . 2 dAtyUhe kAlakaRWe 3 grAmacawake 5 KaYjane ca hemaca0 striyAM sarvatra NIz . 5 pItasAre pu0 hemaca0 viBeRa kAlakaRWe 6 Sive pu0 amaraH . skanDADirUQojajvala nIlakaRwAnurvIruhaH SlizwatanUnahIndrEH avApa…
nIlakaRWa	mw	mw:111469:1	witness-too-common	1	mfn. blue-necked
nIlakaRWa	mw	mw:111471:1	no-shared-witness	1	a wagtail
nIlakaRWa	mw	mw:111472:1	no-shared-witness	1	a sparrow
nIlakaRWa	mw	mw:111473:1	no-shared-witness	1	the blue-necked jay
nIlakaRWa	mw	mw:111474:1	no-shared-witness	1	Ardea Sibirica
nIlakaRWa	mw	mw:111475:1	no-shared-witness	1	a species of plant (= )
nIlakaRWa	mw	mw:111477:1	witness-too-common	2	N. of the celebrated Sch. on and of other authors (also , , , , , , , , , , )
nIlakaRWa	mw	mw:111480:1	no-shared-witness	1	n. a radish
